Name,hydrophobicity,class
seq3072,0.102,nonDRNA
seq3073,0.092,nonDRNA
seq3074,-0.35,nonDRNA
seq3075,-0.164,nonDRNA
seq3076,-0.258,nonDRNA
seq3077,-0.241,nonDRNA
seq3078,-0.583,nonDRNA
seq3079,-0.416,nonDRNA
seq3080,-0.179,nonDRNA
seq3081,-0.442,nonDRNA
seq3082,-0.286,nonDRNA
seq3083,0.014,nonDRNA
seq3084,-0.333,nonDRNA
seq3085,-0.181,nonDRNA
seq3086,-0.148,nonDRNA
seq3087,-0.296,nonDRNA
seq3088,-0.188,nonDRNA
seq3089,-0.238,nonDRNA
seq3090,-0.215,nonDRNA
seq3091,-0.864,nonDRNA
seq3092,-0.132,nonDRNA
seq3093,-0.393,nonDRNA
seq3094,-0.323,nonDRNA
seq3095,0.117,nonDRNA
seq3096,-0.054,nonDRNA
seq3097,-0.414,nonDRNA
seq3098,-0.458,nonDRNA
seq3099,-0.328,nonDRNA
seq3100,-0.289,nonDRNA
seq3101,0.099,nonDRNA
seq3102,-0.229,nonDRNA
seq3103,-0.064,nonDRNA
seq3104,-0.21,nonDRNA
seq3105,-0.351,nonDRNA
seq3106,-0.383,nonDRNA
seq3107,-0.191,nonDRNA
seq3108,-0.442,nonDRNA
seq3109,-0.388,nonDRNA
seq3110,-0.381,nonDRNA
seq3111,-0.431,nonDRNA
seq3112,-0.29,nonDRNA
seq3113,-0.547,nonDRNA
seq3114,-0.345,nonDRNA
seq3115,0.146,nonDRNA
seq3116,-0.24,nonDRNA
seq3117,-0.062,nonDRNA
seq3118,-0.129,nonDRNA
seq3119,-0.142,nonDRNA
seq3120,-0.323,nonDRNA
seq3121,-0.012,nonDRNA
seq3122,-0.383,nonDRNA
seq3123,-0.82,nonDRNA
seq3124,-0.309,nonDRNA
seq3125,-1.052,nonDRNA
seq3126,-0.563,nonDRNA
seq3127,-0.22,nonDRNA
seq3128,-0.406,nonDRNA
seq3129,-0.185,nonDRNA
seq3130,-0.511,nonDRNA
seq3131,-0.822,nonDRNA
seq3132,-0.388,nonDRNA
seq3133,-0.396,nonDRNA
seq3134,-0.122,nonDRNA
seq3135,-0.318,nonDRNA
seq3136,0.09,nonDRNA
seq3137,-0.36,nonDRNA
seq3138,-0.513,nonDRNA
seq3139,-0.371,nonDRNA
seq3140,-0.017,nonDRNA
seq3141,-0.331,nonDRNA
seq3142,0.723,nonDRNA
seq3143,-0.135,nonDRNA
seq3144,-0.046,nonDRNA
seq3145,-0.272,nonDRNA
seq3146,0.588,nonDRNA
seq3147,-0.254,nonDRNA
seq3148,-0.345,nonDRNA
seq3149,-0.044,nonDRNA
seq3150,-0.284,nonDRNA
seq3151,-0.147,nonDRNA
seq3152,-0.425,nonDRNA
seq3153,-0.185,nonDRNA
seq3154,-0.505,nonDRNA
seq3155,-0.347,nonDRNA
seq3156,0.255,nonDRNA
seq3157,-0.072,nonDRNA
seq3158,-0.202,nonDRNA
seq3159,-0.185,nonDRNA
seq3160,-0.23,nonDRNA
seq3161,-0.257,nonDRNA
seq3162,0.123,nonDRNA
seq3163,-0.493,nonDRNA
seq3164,-0.289,nonDRNA
seq3165,-0.257,nonDRNA
seq3166,-0.297,nonDRNA
seq3167,-0.521,nonDRNA
seq3168,0.112,nonDRNA
seq3169,-0.468,nonDRNA
seq3170,-0.433,nonDRNA
seq3171,-0.055,nonDRNA
seq3172,-0.004,nonDRNA
seq3173,-0.242,nonDRNA
seq3174,0.012,nonDRNA
seq3175,-0.749,nonDRNA
seq3176,-0.094,nonDRNA
seq3177,-0.212,nonDRNA
seq3178,-0.267,nonDRNA
seq3179,-0.268,nonDRNA
seq3180,-0.279,nonDRNA
seq3181,-0.256,nonDRNA
seq3182,-0.24,nonDRNA
seq3183,-0.221,nonDRNA
seq3184,-0.208,nonDRNA
seq3185,-0.207,nonDRNA
seq3186,-0.217,nonDRNA
seq3187,-0.223,nonDRNA
seq3188,-0.225,nonDRNA
seq3189,-0.193,nonDRNA
seq3190,-0.185,nonDRNA
seq3191,-0.192,nonDRNA
seq3192,-0.653,nonDRNA
seq3193,-0.49,nonDRNA
seq3194,-0.424,nonDRNA
seq3195,-0.471,nonDRNA
seq3196,-0.283,nonDRNA
seq3197,-0.244,nonDRNA
seq3198,-0.192,nonDRNA
seq3199,-0.341,nonDRNA
seq3200,-0.075,nonDRNA
seq3201,-0.383,nonDRNA
seq3202,-0.225,nonDRNA
seq3203,-0.409,nonDRNA
seq3204,-0.27,nonDRNA
seq3205,-0.47,nonDRNA
seq3206,-0.503,nonDRNA
seq3207,-0.55,nonDRNA
seq3208,-0.119,nonDRNA
seq3209,-0.32,nonDRNA
seq3210,-0.35,nonDRNA
seq3211,-0.747,nonDRNA
seq3212,-0.271,nonDRNA
seq3213,-0.198,nonDRNA
seq3214,0.093,nonDRNA
seq3215,-1.247,nonDRNA
seq3216,-0.332,nonDRNA
seq3217,-0.296,nonDRNA
seq3218,-0.683,nonDRNA
seq3219,-0.237,nonDRNA
seq3220,-0.136,nonDRNA
seq3221,-0.383,nonDRNA
seq3222,-0.347,nonDRNA
seq3223,-0.702,nonDRNA
seq3224,-0.875,nonDRNA
seq3225,-0.007,nonDRNA
seq3226,-0.68,nonDRNA
seq3227,-0.564,nonDRNA
seq3228,-0.298,nonDRNA
seq3229,-0.725,nonDRNA
seq3230,-0.038,nonDRNA
seq3231,-0.806,nonDRNA
seq3232,-0.168,nonDRNA
seq3233,-0.111,nonDRNA
seq3234,-0.058,nonDRNA
seq3235,-0.674,nonDRNA
seq3236,-0.569,nonDRNA
seq3237,-0.257,nonDRNA
seq3238,-0.298,nonDRNA
seq3239,0.064,nonDRNA
seq3240,-0.423,nonDRNA
seq3241,-0.517,nonDRNA
seq3242,-0.365,nonDRNA
seq3243,-0.29,nonDRNA
seq3244,-0.191,nonDRNA
seq3245,-0.181,nonDRNA
seq3246,-0.326,nonDRNA
seq3247,-0.431,nonDRNA
seq3248,-0.406,nonDRNA
seq3249,-0.4,nonDRNA
seq3250,-0.439,nonDRNA
seq3251,-0.226,nonDRNA
seq3252,-0.62,nonDRNA
seq3253,-0.478,nonDRNA
seq3254,-0.04,nonDRNA
seq3255,NaN,nonDRNA
seq3256,-0.462,nonDRNA
seq3257,-0.098,nonDRNA
seq3258,-0.071,nonDRNA
seq3259,-0.081,nonDRNA
seq3260,-0.687,nonDRNA
seq3261,-0.26,nonDRNA
seq3262,-0.282,nonDRNA
seq3263,0.261,nonDRNA
seq3264,0.155,nonDRNA
seq3265,-0.318,nonDRNA
seq3266,-0.325,nonDRNA
seq3267,-0.052,nonDRNA
seq3268,-0.161,nonDRNA
seq3269,-0.294,nonDRNA
seq3270,-0.217,nonDRNA
seq3271,-0.247,nonDRNA
seq3272,-0.104,nonDRNA
seq3273,-0.287,nonDRNA
seq3274,-0.215,nonDRNA
seq3275,-0.174,nonDRNA
seq3276,-0.43,nonDRNA
seq3277,-0.435,nonDRNA
seq3278,-0.332,nonDRNA
seq3279,-1.02,nonDRNA
seq3280,0.129,nonDRNA
seq3281,-0.109,nonDRNA
seq3282,0.008,nonDRNA
seq3283,0.066,nonDRNA
seq3284,0.35,nonDRNA
seq3285,0.101,nonDRNA
seq3286,-0.178,nonDRNA
seq3287,-0.715,nonDRNA
seq3288,-0.113,nonDRNA
seq3289,-0.01,nonDRNA
seq3290,0.015,nonDRNA
seq3291,-0.189,nonDRNA
seq3292,-0.409,nonDRNA
seq3293,-0.031,nonDRNA
seq3294,-1.161,nonDRNA
seq3295,-0.217,nonDRNA
seq3296,-0.83,nonDRNA
seq3297,-0.474,nonDRNA
seq3298,-1.17,nonDRNA
seq3299,-0.198,nonDRNA
seq3300,-0.193,nonDRNA
seq3301,0.86,nonDRNA
seq3302,0.018,nonDRNA
seq3303,-0.084,nonDRNA
seq3304,-0.075,nonDRNA
seq3305,-0.156,nonDRNA
seq3306,-0.57,nonDRNA
seq3307,-0.147,nonDRNA
seq3308,-0.829,nonDRNA
seq3309,-0.366,nonDRNA
seq3310,0.036,nonDRNA
seq3311,-0.307,nonDRNA
seq3312,-0.447,nonDRNA
seq3313,-0.072,nonDRNA
seq3314,-0.349,nonDRNA
seq3315,-0.829,nonDRNA
seq3316,-0.18,nonDRNA
seq3317,-0.108,nonDRNA
seq3318,0.152,nonDRNA
seq3319,-0.157,nonDRNA
seq3320,-0.52,nonDRNA
seq3321,-0.04,nonDRNA
seq3322,0.227,nonDRNA
seq3323,0.009,nonDRNA
seq3324,0.057,nonDRNA
seq3325,0.172,nonDRNA
seq3326,-0.202,nonDRNA
seq3327,0.027,nonDRNA
seq3328,-0.158,nonDRNA
seq3329,-0.249,nonDRNA
seq3330,-0.564,nonDRNA
seq3331,-0.51,nonDRNA
seq3332,-0.527,nonDRNA
seq3333,-0.176,nonDRNA
seq3334,-0.424,nonDRNA
seq3335,-0.347,nonDRNA
seq3336,-0.256,nonDRNA
seq3337,0.154,nonDRNA
seq3338,0.025,nonDRNA
seq3339,0.063,nonDRNA
seq3340,-0.317,nonDRNA
seq3341,-0.375,nonDRNA
seq3342,-0.404,nonDRNA
seq3343,0.094,nonDRNA
seq3344,0.099,nonDRNA
seq3345,-0.179,nonDRNA
seq3346,-0.517,nonDRNA
seq3347,0.046,nonDRNA
seq3348,0.03,nonDRNA
seq3349,-0.232,nonDRNA
seq3350,-0.099,nonDRNA
seq3351,-0.455,nonDRNA
seq3352,-0.5,nonDRNA
seq3353,-0.198,nonDRNA
seq3354,-0.149,nonDRNA
seq3355,-0.285,nonDRNA
seq3356,0.047,nonDRNA
seq3357,0.249,nonDRNA
seq3358,-0.188,nonDRNA
seq3359,-0.274,nonDRNA
seq3360,0.835,nonDRNA
seq3361,-0.288,nonDRNA
seq3362,-0.433,nonDRNA
seq3363,-0.299,nonDRNA
seq3364,-0.377,nonDRNA
seq3365,-0.332,nonDRNA
seq3366,-0.345,nonDRNA
seq3367,-0.204,nonDRNA
seq3368,-0.055,nonDRNA
seq3369,-0.417,nonDRNA
seq3370,-0.401,nonDRNA
seq3371,-0.409,nonDRNA
seq3372,-0.408,nonDRNA
seq3373,-0.417,nonDRNA
seq3374,-0.604,nonDRNA
seq3375,-0.385,nonDRNA
seq3376,-0.312,nonDRNA
seq3377,-0.444,nonDRNA
seq3378,-0.097,nonDRNA
seq3379,-0.086,nonDRNA
seq3380,-0.508,nonDRNA
seq3381,-0.34,nonDRNA
seq3382,-0.286,nonDRNA
seq3383,-0.349,nonDRNA
seq3384,-0.078,nonDRNA
seq3385,0.265,nonDRNA
seq3386,-0.2,nonDRNA
seq3387,0.072,nonDRNA
seq3388,-0.752,nonDRNA
seq3389,-0.438,nonDRNA
seq3390,-0.304,nonDRNA
seq3391,-0.556,nonDRNA
seq3392,-0.494,nonDRNA
seq3393,-0.725,nonDRNA
seq3394,0.097,nonDRNA
seq3395,-0.116,nonDRNA
seq3396,-0.387,nonDRNA
seq3397,-0.459,nonDRNA
seq3398,0.074,nonDRNA
seq3399,-0.601,nonDRNA
seq3400,-0.208,nonDRNA
seq3401,-0.023,nonDRNA
seq3402,-0.268,nonDRNA
seq3403,-0.191,nonDRNA
seq3404,-0.39,nonDRNA
seq3405,-0.121,nonDRNA
seq3406,-0.32,nonDRNA
seq3407,-0.295,nonDRNA
seq3408,-0.021,nonDRNA
seq3409,-0.389,nonDRNA
seq3410,-0.351,nonDRNA
seq3411,-0.064,nonDRNA
seq3412,-0.713,nonDRNA
seq3413,-0.341,nonDRNA
seq3414,-0.58,nonDRNA
seq3415,-0.986,nonDRNA
seq3416,-0.149,nonDRNA
seq3417,-0.293,nonDRNA
seq3418,-0.294,nonDRNA
seq3419,-0.368,nonDRNA
seq3420,-0.111,nonDRNA
seq3421,-0.442,nonDRNA
seq3422,-0.452,nonDRNA
seq3423,-0.493,nonDRNA
seq3424,-0.511,nonDRNA
seq3425,-0.498,nonDRNA
seq3426,-0.542,nonDRNA
seq3427,-0.219,nonDRNA
seq3428,-0.555,nonDRNA
seq3429,-0.515,nonDRNA
seq3430,-0.485,nonDRNA
seq3431,-0.197,nonDRNA
seq3432,-0.284,nonDRNA
seq3433,-0.245,nonDRNA
seq3434,-0.293,nonDRNA
seq3435,-0.484,nonDRNA
seq3436,-0.354,nonDRNA
seq3437,-0.339,nonDRNA
seq3438,-0.357,nonDRNA
seq3439,-0.607,nonDRNA
seq3440,-0.611,nonDRNA
seq3441,-0.403,nonDRNA
seq3442,-0.197,nonDRNA
seq3443,-0.286,nonDRNA
seq3444,-0.123,nonDRNA
seq3445,-0.58,nonDRNA
seq3446,-0.528,nonDRNA
seq3447,-0.448,nonDRNA
seq3448,0.064,nonDRNA
seq3449,-1.072,nonDRNA
seq3450,0.041,nonDRNA
seq3451,-0.393,nonDRNA
seq3452,0.079,nonDRNA
seq3453,-0.305,nonDRNA
seq3454,-0.522,nonDRNA
seq3455,-0.416,nonDRNA
seq3456,-0.792,nonDRNA
seq3457,-0.366,nonDRNA
seq3458,-0.973,nonDRNA
seq3459,-0.364,nonDRNA
seq3460,-0.596,nonDRNA
seq3461,0.017,nonDRNA
seq3462,-0.41,nonDRNA
seq3463,-0.451,nonDRNA
seq3464,-0.462,nonDRNA
seq3465,-0.765,nonDRNA
seq3466,-0.001,nonDRNA
seq3467,-0.068,nonDRNA
seq3468,-0.384,nonDRNA
seq3469,0.097,nonDRNA
seq3470,-0.098,nonDRNA
seq3471,0.111,nonDRNA
seq3472,0.028,nonDRNA
seq3473,-0.218,nonDRNA
seq3474,-0.355,nonDRNA
seq3475,-0.019,nonDRNA
seq3476,-0.09,nonDRNA
seq3477,-0.14,nonDRNA
seq3478,-0.203,nonDRNA
seq3479,-0.473,nonDRNA
seq3480,-0.501,nonDRNA
seq3481,-0.39,nonDRNA
seq3482,-0.149,nonDRNA
seq3483,-0.209,nonDRNA
seq3484,-0.199,nonDRNA
seq3485,-0.201,nonDRNA
seq3486,-0.201,nonDRNA
seq3487,-0.21,nonDRNA
seq3488,-0.203,nonDRNA
seq3489,-0.393,nonDRNA
seq3490,-0.626,nonDRNA
seq3491,-0.22,nonDRNA
seq3492,-0.063,nonDRNA
seq3493,-0.36,nonDRNA
seq3494,-0.164,nonDRNA
seq3495,-0.1,nonDRNA
seq3496,-0.993,nonDRNA
seq3497,-0.562,nonDRNA
seq3498,-0.485,nonDRNA
seq3499,-0.519,nonDRNA
seq3500,-0.137,nonDRNA
seq3501,-0.015,nonDRNA
seq3502,0.116,nonDRNA
seq3503,-0.074,nonDRNA
seq3504,-0.516,nonDRNA
seq3505,-0.438,nonDRNA
seq3506,-0.351,nonDRNA
seq3507,0.003,nonDRNA
seq3508,-0.636,nonDRNA
seq3509,-0.203,nonDRNA
seq3510,-0.319,nonDRNA
seq3511,-0.181,nonDRNA
seq3512,0.128,nonDRNA
seq3513,0.167,nonDRNA
seq3514,-0.246,nonDRNA
seq3515,-0.063,nonDRNA
seq3516,0.07,nonDRNA
seq3517,-0.177,nonDRNA
seq3518,0.157,nonDRNA
seq3519,0.011,nonDRNA
seq3520,-0.435,nonDRNA
seq3521,-0.418,nonDRNA
seq3522,-0.121,nonDRNA
seq3523,-0.134,nonDRNA
seq3524,-0.193,nonDRNA
seq3525,-0.493,nonDRNA
seq3526,-0.348,nonDRNA
seq3527,-0.47,nonDRNA
seq3528,-0.14,nonDRNA
seq3529,-0.375,nonDRNA
seq3530,-0.876,nonDRNA
seq3531,-0.54,nonDRNA
seq3532,-0.391,nonDRNA
seq3533,-0.011,nonDRNA
seq3534,-0.343,nonDRNA
seq3535,-0.358,nonDRNA
seq3536,-0.256,nonDRNA
seq3537,-0.095,nonDRNA
seq3538,-0.496,nonDRNA
seq3539,-0.181,nonDRNA
seq3540,-0.28,nonDRNA
seq3541,-0.601,nonDRNA
seq3542,-0.637,nonDRNA
seq3543,-0.393,nonDRNA
seq3544,-0.459,nonDRNA
seq3545,-0.51,nonDRNA
seq3546,-0.211,nonDRNA
seq3547,-0.708,nonDRNA
seq3548,-0.041,nonDRNA
seq3549,0.015,nonDRNA
seq3550,-0.126,nonDRNA
seq3551,-0.491,nonDRNA
seq3552,-0.139,nonDRNA
seq3553,-0.045,nonDRNA
seq3554,-0.42,nonDRNA
seq3555,-0.611,nonDRNA
seq3556,-0.183,nonDRNA
seq3557,-0.345,nonDRNA
seq3558,0.063,nonDRNA
seq3559,0.311,nonDRNA
seq3560,-0.224,nonDRNA
seq3561,-0.204,nonDRNA
seq3562,-0.041,nonDRNA
seq3563,-0.38,nonDRNA
seq3564,0.166,nonDRNA
seq3565,0.031,nonDRNA
seq3566,-0.549,nonDRNA
seq3567,-0.839,nonDRNA
seq3568,-0.339,nonDRNA
seq3569,-0.327,nonDRNA
seq3570,0.136,nonDRNA
seq3571,-0.471,nonDRNA
seq3572,-0.293,nonDRNA
seq3573,0.132,nonDRNA
seq3574,-0.13,nonDRNA
seq3575,-0.092,nonDRNA
seq3576,-0.262,nonDRNA
seq3577,-0.603,nonDRNA
seq3578,-0.419,nonDRNA
seq3579,-0.366,nonDRNA
seq3580,-0.441,nonDRNA
seq3581,0.026,nonDRNA
seq3582,0.174,nonDRNA
seq3583,0.805,nonDRNA
seq3584,-0.351,nonDRNA
seq3585,-0.493,nonDRNA
seq3586,-0.011,nonDRNA
seq3587,-0.035,nonDRNA
seq3588,-0.383,nonDRNA
seq3589,0.106,nonDRNA
seq3590,0.713,nonDRNA
seq3591,-0.312,nonDRNA
seq3592,-0.338,nonDRNA
seq3593,-0.076,nonDRNA
seq3594,0.081,nonDRNA
seq3595,-0.301,nonDRNA
seq3596,-0.34,nonDRNA
seq3597,-0.513,nonDRNA
seq3598,-0.633,nonDRNA
seq3599,-0.217,nonDRNA
seq3600,-0.218,nonDRNA
seq3601,-0.387,nonDRNA
seq3602,-0.268,nonDRNA
seq3603,-0.49,nonDRNA
seq3604,-0.243,nonDRNA
seq3605,-0.467,nonDRNA
seq3606,-0.262,nonDRNA
seq3607,-0.026,nonDRNA
seq3608,0.145,nonDRNA
seq3609,-0.049,nonDRNA
seq3610,-0.296,nonDRNA
seq3611,-0.699,nonDRNA
seq3612,0.029,nonDRNA
seq3613,0.101,nonDRNA
seq3614,-0.171,nonDRNA
seq3615,-0.778,nonDRNA
seq3616,-0.451,nonDRNA
seq3617,0.121,nonDRNA
seq3618,-0.194,nonDRNA
seq3619,-0.443,nonDRNA
seq3620,-0.388,nonDRNA
seq3621,-0.374,nonDRNA
seq3622,-0.111,nonDRNA
seq3623,-0.201,nonDRNA
seq3624,-0.63,nonDRNA
seq3625,-0.521,nonDRNA
seq3626,-0.204,nonDRNA
seq3627,-0.115,nonDRNA
seq3628,0.104,nonDRNA
seq3629,-0.264,nonDRNA
seq3630,-0.016,nonDRNA
seq3631,-0.445,nonDRNA
seq3632,-0.308,nonDRNA
seq3633,-0.236,nonDRNA
seq3634,-0.746,nonDRNA
seq3635,-0.18,nonDRNA
seq3636,-0.099,nonDRNA
seq3637,-0.261,nonDRNA
seq3638,-0.086,nonDRNA
seq3639,-0.442,nonDRNA
seq3640,-0.644,nonDRNA
seq3641,0.012,nonDRNA
seq3642,-0.118,nonDRNA
seq3643,-0.163,nonDRNA
seq3644,-0.368,nonDRNA
seq3645,-0.232,nonDRNA
seq3646,-0.34,nonDRNA
seq3647,-0.42,nonDRNA
seq3648,-0.158,nonDRNA
seq3649,-0.142,nonDRNA
seq3650,-0.136,nonDRNA
seq3651,-0.18,nonDRNA
seq3652,-0.31,nonDRNA
seq3653,-0.223,nonDRNA
seq3654,-0.198,nonDRNA
seq3655,-0.351,nonDRNA
seq3656,-0.39,nonDRNA
seq3657,-0.295,nonDRNA
seq3658,-0.753,nonDRNA
seq3659,-0.193,nonDRNA
seq3660,0.001,nonDRNA
seq3661,-0.396,nonDRNA
seq3662,-0.298,nonDRNA
seq3663,-0.055,nonDRNA
seq3664,0.07,nonDRNA
seq3665,-0.175,nonDRNA
seq3666,-0.004,nonDRNA
seq3667,-0.145,nonDRNA
seq3668,0.024,nonDRNA
seq3669,1.524,nonDRNA
seq3670,-0.046,nonDRNA
seq3671,0.216,nonDRNA
seq3672,-0.241,nonDRNA
seq3673,-0.124,nonDRNA
seq3674,-0.329,nonDRNA
seq3675,-0.295,nonDRNA
seq3676,-0.128,nonDRNA
seq3677,-0.207,nonDRNA
seq3678,-0.382,nonDRNA
seq3679,-0.285,nonDRNA
seq3680,-0.271,nonDRNA
seq3681,0.146,nonDRNA
seq3682,-0.373,nonDRNA
seq3683,0.066,nonDRNA
seq3684,-0.531,nonDRNA
seq3685,-0.142,nonDRNA
seq3686,-0.144,nonDRNA
seq3687,-0.497,nonDRNA
seq3688,-0.042,nonDRNA
seq3689,-0.535,nonDRNA
seq3690,-0.102,nonDRNA
seq3691,-0.117,nonDRNA
seq3692,-0.462,nonDRNA
seq3693,0.767,nonDRNA
seq3694,0.142,nonDRNA
seq3695,-0.122,nonDRNA
seq3696,-0.138,nonDRNA
seq3697,-0.211,nonDRNA
seq3698,-0.252,nonDRNA
seq3699,-0.451,nonDRNA
seq3700,-0.511,nonDRNA
seq3701,-0.446,nonDRNA
seq3702,-0.201,nonDRNA
seq3703,0.283,nonDRNA
seq3704,-0.141,nonDRNA
seq3705,-0.137,nonDRNA
seq3706,-0.147,nonDRNA
seq3707,0,nonDRNA
seq3708,-0.067,nonDRNA
seq3709,-0.063,nonDRNA
seq3710,-0.001,nonDRNA
seq3711,-0.143,nonDRNA
seq3712,-0.1,nonDRNA
seq3713,0.072,nonDRNA
seq3714,0.184,nonDRNA
seq3715,-0.057,nonDRNA
seq3716,-0.546,nonDRNA
seq3717,-0.063,nonDRNA
seq3718,-0.235,nonDRNA
seq3719,-0.379,nonDRNA
seq3720,-0.264,nonDRNA
seq3721,-0.376,nonDRNA
seq3722,-0.191,nonDRNA
seq3723,-0.025,nonDRNA
seq3724,-0.864,nonDRNA
seq3725,-0.051,nonDRNA
seq3726,-0.437,nonDRNA
seq3727,-0.221,nonDRNA
seq3728,0.044,nonDRNA
seq3729,-0.06,nonDRNA
seq3730,-0.086,nonDRNA
seq3731,-0.122,nonDRNA
seq3732,-0.175,nonDRNA
seq3733,-0.098,nonDRNA
seq3734,-0.197,nonDRNA
seq3735,0.004,nonDRNA
seq3736,-0.466,nonDRNA
seq3737,-0.358,nonDRNA
seq3738,-0.361,nonDRNA
seq3739,0.102,nonDRNA
seq3740,-0.382,nonDRNA
seq3741,0.175,nonDRNA
seq3742,-0.16,nonDRNA
seq3743,0.238,nonDRNA
seq3744,-0.323,nonDRNA
seq3745,0.136,nonDRNA
seq3746,-0.372,nonDRNA
seq3747,0.103,nonDRNA
seq3748,-0.086,nonDRNA
seq3749,-0.52,nonDRNA
seq3750,-0.062,nonDRNA
seq3751,-0.363,nonDRNA
seq3752,-0.248,nonDRNA
seq3753,-0.214,nonDRNA
seq3754,-0.268,nonDRNA
seq3755,-0.247,nonDRNA
seq3756,0.097,nonDRNA
seq3757,0,nonDRNA
seq3758,-0.198,nonDRNA
seq3759,-0.228,nonDRNA
seq3760,-0.485,nonDRNA
seq3761,-0.141,nonDRNA
seq3762,-0.072,nonDRNA
seq3763,-0.133,nonDRNA
seq3764,-0.185,nonDRNA
seq3765,-0.466,nonDRNA
seq3766,-0.519,nonDRNA
seq3767,-0.386,nonDRNA
seq3768,-0.22,nonDRNA
seq3769,-0.419,nonDRNA
seq3770,-0.218,nonDRNA
seq3771,-0.41,nonDRNA
seq3772,-0.233,nonDRNA
seq3773,0.196,nonDRNA
seq3774,-0.199,nonDRNA
seq3775,-0.179,nonDRNA
seq3776,-0.061,nonDRNA
seq3777,-0.19,nonDRNA
seq3778,-0.223,nonDRNA
seq3779,-0.477,nonDRNA
seq3780,0.119,nonDRNA
seq3781,-0.077,nonDRNA
seq3782,-0.149,nonDRNA
seq3783,-0.263,nonDRNA
seq3784,-0.208,nonDRNA
seq3785,-0.016,nonDRNA
seq3786,-0.068,nonDRNA
seq3787,-0.131,nonDRNA
seq3788,-0.221,nonDRNA
seq3789,-0.215,nonDRNA
seq3790,-0.13,nonDRNA
seq3791,-0.484,nonDRNA
seq3792,-0.134,nonDRNA
seq3793,0.091,nonDRNA
seq3794,0.14,nonDRNA
seq3795,-0.386,nonDRNA
seq3796,-0.396,nonDRNA
seq3797,-0.81,nonDRNA
seq3798,-0.098,nonDRNA
seq3799,-0.263,nonDRNA
seq3800,-0.332,nonDRNA
seq3801,-0.523,nonDRNA
seq3802,-0.226,nonDRNA
seq3803,-0.321,nonDRNA
seq3804,0.184,nonDRNA
seq3805,-0.238,nonDRNA
seq3806,-0.872,nonDRNA
seq3807,-0.234,nonDRNA
seq3808,0.083,nonDRNA
seq3809,-0.023,nonDRNA
seq3810,-0.2,nonDRNA
seq3811,-0.58,nonDRNA
seq3812,-0.533,nonDRNA
seq3813,-0.43,nonDRNA
seq3814,1.055,nonDRNA
seq3815,-0.474,nonDRNA
seq3816,-0.389,nonDRNA
seq3817,-0.221,nonDRNA
seq3818,-0.022,nonDRNA
seq3819,-0.005,nonDRNA
seq3820,-0.31,nonDRNA
seq3821,-0.287,nonDRNA
seq3822,-0.067,nonDRNA
seq3823,-0.158,nonDRNA
seq3824,-0.194,nonDRNA
seq3825,-0.364,nonDRNA
seq3826,-0.039,nonDRNA
seq3827,-0.412,nonDRNA
seq3828,-0.439,nonDRNA
seq3829,-0.132,nonDRNA
seq3830,-0.338,nonDRNA
seq3831,-0.199,nonDRNA
seq3832,-0.214,nonDRNA
seq3833,-0.164,nonDRNA
seq3834,0.092,nonDRNA
seq3835,-0.43,nonDRNA
seq3836,-0.254,nonDRNA
seq3837,-0.204,nonDRNA
seq3838,-0.072,nonDRNA
seq3839,-0.052,nonDRNA
seq3840,0.911,nonDRNA
seq3841,0.056,nonDRNA
seq3842,-0.226,nonDRNA
seq3843,-0.514,nonDRNA
seq3844,-0.171,nonDRNA
seq3845,-0.499,nonDRNA
seq3846,-0.492,nonDRNA
seq3847,-0.317,nonDRNA
seq3848,-0.341,nonDRNA
seq3849,-0.301,nonDRNA
seq3850,0.077,nonDRNA
seq3851,-0.04,nonDRNA
seq3852,-0.375,nonDRNA
seq3853,0.241,nonDRNA
seq3854,0.122,nonDRNA
seq3855,-0.257,nonDRNA
seq3856,0.097,nonDRNA
seq3857,-0.133,nonDRNA
seq3858,-0.063,nonDRNA
seq3859,0.048,nonDRNA
seq3860,-0.266,nonDRNA
seq3861,-0.669,nonDRNA
seq3862,-0.204,nonDRNA
seq3863,0.08,nonDRNA
seq3864,0.175,nonDRNA
seq3865,-0.43,nonDRNA
seq3866,-0.554,nonDRNA
seq3867,-0.12,nonDRNA
seq3868,-0.27,nonDRNA
seq3869,-0.201,nonDRNA
seq3870,-0.403,nonDRNA
seq3871,-0.116,nonDRNA
seq3872,0.017,nonDRNA
seq3873,-0.055,nonDRNA
seq3874,-0.523,nonDRNA
seq3875,-0.181,nonDRNA
seq3876,0.021,nonDRNA
seq3877,-0.884,nonDRNA
seq3878,0.205,nonDRNA
seq3879,-0.326,nonDRNA
seq3880,-0.459,nonDRNA
seq3881,-0.251,nonDRNA
seq3882,-0.363,nonDRNA
seq3883,-0.167,nonDRNA
seq3884,-0.125,nonDRNA
seq3885,-0.09,nonDRNA
seq3886,-0.002,nonDRNA
seq3887,-0.096,nonDRNA
seq3888,0.109,nonDRNA
seq3889,0.224,nonDRNA
seq3890,-0.111,nonDRNA
seq3891,0.061,nonDRNA
seq3892,-0.066,nonDRNA
seq3893,0.284,nonDRNA
seq3894,-0.229,nonDRNA
seq3895,-0.394,nonDRNA
seq3896,-0.25,nonDRNA
seq3897,-0.451,nonDRNA
seq3898,-0.386,nonDRNA
seq3899,-0.152,nonDRNA
seq3900,-0.215,nonDRNA
seq3901,0.159,nonDRNA
