seq,class,predicted class na�ve,predicted class knn,nondrna na_Ѣve,drna na_Ѣve,rna na_Ѣve,dna na_Ѣve,nondrna knn,drna knn,rna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,,,,
469,RNA,RNA,nonDRNA,9.25E-08,9.49E-12,0.941829816,0.058170092,0.625706677,0,0.374293323,0,35,0,1,10,13,7,13,3,10,0,36,20,3,13,0,15,9,12,11,14,0,21,2,0,8,0,2,0,8,0
470,RNA,RNA,RNA,1.32E-07,1.66E-10,0.815170392,0.184829476,0,0,0.751530362,0.248469638,20,0,0,9,5,3,3,4,11,0,30,11,2,6,0,12,3,11,4,7,0,10,0,0,5,0,0,0,5,0
471,RNA,RNA,RNA,3.78E-08,3.67E-12,0.990948151,0.009051811,0.250139865,0,0.62559758,0.124262555,15,0,3,7,9,4,17,3,8,0,12,9,4,3,0,7,5,15,9,10,0,10,0,0,1,0,0,0,1,0
472,RNA,RNA,RNA,1.08E-08,8.75E-13,0.996594259,0.00340573,0.249210536,0,0.625194346,0.125595118,19,0,0,6,5,2,5,1,7,0,22,11,3,7,0,6,3,7,6,10,0,14,0,0,8,0,0,0,8,0
473,RNA,RNA,nonDRNA,4.14E-08,4.01E-12,0.995388355,0.004611604,0.499862173,0,0.250482013,0.249655813,8,0,0,2,5,2,9,0,7,0,12,13,2,4,0,2,4,3,10,7,0,9,0,0,6,0,0,0,6,0
474,RNA,RNA,RNA,2.11E-06,5.37E-11,0.959454816,0.040543077,0.499993733,0,0.500006267,0,10,0,4,8,14,8,19,3,15,0,16,13,3,6,0,5,7,17,7,7,0,9,1,0,6,0,1,0,6,0
475,RNA,DNA,nonDRNA,1.97E-05,3.28E-09,0.281703504,0.718276798,1,0,0,0,40,0,7,22,24,14,28,11,14,0,20,50,12,14,0,22,27,31,27,21,0,36,4,0,9,0,4,0,9,0
476,RNA,RNA,RNA,4.13E-08,4.28E-12,0.996187389,0.00381257,0,0,0.627574626,0.372425374,18,0,0,1,5,0,6,2,5,0,19,14,3,3,0,2,5,12,8,2,0,1,0,0,0,0,0,0,0,0
477,RNA,RNA,nonDRNA,6.35E-08,4.41E-12,0.957409057,0.04259088,0.750771749,0,0.124584701,0.12464355,14,0,3,13,8,6,12,5,14,0,13,18,5,15,0,12,10,22,20,16,0,16,1,0,6,0,1,0,6,0
478,RNA,RNA,nonDRNA,1.66E-08,6.81E-12,0.988003478,0.011996505,0.500165293,0,0.250254442,0.249580265,22,0,3,9,7,8,13,1,19,0,23,22,6,7,0,22,4,7,24,13,0,13,0,0,1,0,0,0,1,0
479,RNA,RNA,nonDRNA,1.46E-07,2.15E-11,0.852726406,0.147273448,0.626468485,0,0.373531515,0,19,0,1,12,20,12,27,8,17,0,35,14,3,11,0,19,18,21,9,19,0,17,4,0,10,0,4,0,10,0
480,RNA,RNA,nonDRNA,4.18E-08,3.50E-12,0.995387881,0.004612078,0.625691671,0,0.124116615,0.250191713,8,0,2,7,6,2,1,2,2,0,8,8,5,0,0,1,5,6,6,4,0,8,1,0,4,0,1,0,4,0
481,RNA,RNA,nonDRNA,9.74E-08,9.33E-12,0.93058872,0.069411183,0.61913446,0,0.38086554,0,15,0,1,18,9,9,24,10,16,0,27,25,3,10,0,12,5,22,8,14,0,23,1,0,9,0,1,0,9,0
482,RNA,RNA,nonDRNA,2.22E-08,3.72E-11,0.970553823,0.029446154,0.621684645,0,0.378315355,0,15,0,4,16,9,12,23,8,25,0,27,20,5,10,0,14,3,22,8,19,0,16,2,0,5,0,2,0,5,0
483,RNA,RNA,nonDRNA,9.61E-08,2.65E-11,0.921169869,0.078830035,0.622172915,0,0.377827085,0,16,0,4,16,9,12,22,8,25,0,28,20,6,10,0,14,3,21,9,18,0,15,2,0,5,0,2,0,5,0
484,RNA,RNA,RNA,3.91E-08,1.93E-12,0.995410384,0.004589577,0.124206218,0,0.875793782,0,11,0,1,6,6,1,11,3,12,0,11,9,3,2,0,4,2,15,6,6,0,7,0,0,2,0,0,0,2,0
485,RNA,RNA,RNA,1.67E-06,3.04E-11,0.983263914,0.016734415,0,0,1,0,14,0,1,3,10,0,11,1,7,0,13,9,2,5,0,5,1,20,0,9,0,10,1,0,4,0,1,0,4,0
486,RNA,RNA,RNA,1.04E-08,7.28E-13,0.996682565,0.003317425,0.2481018,0,0.628378158,0.123520042,8,0,1,1,11,5,10,4,7,0,15,13,7,2,0,8,3,14,4,6,0,8,0,0,5,0,0,0,5,0
487,RNA,DNA,RNA,7.89E-08,1.11E-10,0.261580048,0.738419873,0.377890608,0,0.497846034,0.124263357,14,0,0,11,18,10,16,6,19,0,23,18,6,8,0,17,2,22,7,11,0,21,3,0,11,0,3,0,11,0
488,RNA,RNA,nonDRNA,1.22E-07,1.21E-10,0.694042996,0.305956881,1,0,0,0,8,0,0,9,9,8,10,3,4,0,5,11,4,6,0,12,10,18,7,6,0,15,1,0,7,0,1,0,7,0
489,RNA,DNA,RNA,7.25E-08,9.97E-11,0.359513566,0.640486361,0.245945705,0,0.754054295,0,20,0,4,11,12,10,14,5,10,0,22,17,4,9,0,10,8,22,12,5,0,15,2,0,9,0,2,0,9,0
490,RNA,RNA,RNA,4.77E-08,2.60E-12,0.988413914,0.011586038,0,0,0.752255246,0.247744754,21,0,1,6,12,3,8,2,6,0,12,9,6,6,0,6,10,21,3,2,0,15,2,0,5,0,2,0,5,0
491,RNA,RNA,RNA,2.78E-06,7.97E-11,0.95104026,0.048956957,0,0,0.625859799,0.374140201,16,0,1,12,9,2,20,3,9,0,15,10,1,8,0,6,13,31,14,6,0,11,5,0,4,0,5,0,4,0
492,RNA,RNA,RNA,4.26E-08,2.74E-12,0.994689833,0.005310124,0.126322539,0,0.749445191,0.12423227,22,0,0,4,2,5,6,1,10,0,14,6,1,3,0,0,7,16,4,1,0,9,1,0,6,0,1,0,6,0
493,RNA,RNA,RNA,2.20E-06,6.13E-11,0.942113356,0.057884448,0.249469868,0,0.750530132,0,18,0,1,8,17,4,15,3,8,0,20,21,4,8,0,6,9,22,11,6,0,16,1,0,8,0,1,0,8,0
494,RNA,RNA,RNA,1.18E-08,5.53E-13,0.998353951,0.001646037,0.250118806,0,0.500790048,0.249091146,5,0,3,7,8,2,3,4,6,0,8,7,2,4,0,2,6,11,11,3,0,1,2,0,0,0,2,0,0,0
495,RNA,RNA,nonDRNA,4.33E-08,2.22E-12,0.996610184,0.003389772,0.378054448,0,0.372675665,0.249269887,6,0,4,5,9,2,12,1,3,0,5,1,2,2,0,3,2,11,10,5,0,4,1,0,4,0,1,0,4,0
496,RNA,RNA,nonDRNA,2.06E-08,4.93E-12,0.988562995,0.011436985,0.750921399,0,0.249078601,0,12,0,0,12,33,5,15,1,15,0,16,11,4,9,0,9,9,6,11,15,0,31,0,0,3,0,0,0,3,0
497,RNA,RNA,nonDRNA,3.48E-08,1.03E-11,0.973219409,0.026780556,1,0,0,0,48,0,2,12,20,3,17,5,4,0,10,28,6,2,0,16,4,25,14,12,0,18,5,0,6,0,5,0,6,0
498,RNA,RNA,RNA,1.81E-06,4.53E-11,0.978481253,0.02151694,0.125240659,0,0.499466359,0.375292982,12,0,0,3,4,4,7,8,8,0,19,9,2,7,0,5,2,11,8,8,0,9,1,0,3,0,1,0,3,0
499,RNA,DRNA,nonDRNA,2.54E-33,1,1.79E-160,8.99E-129,1,0,0,0,124,0,16,127,143,99,101,62,139,0,150,257,61,126,0,147,107,150,151,133,0,120,59,0,91,0,59,0,91,0
500,RNA,RNA,nonDRNA,4.67E-08,2.54E-12,0.992554739,0.007445214,1,0,0,0,14,0,2,4,5,4,9,0,8,0,6,7,3,10,0,6,6,4,13,9,0,14,2,0,4,0,2,0,4,0
501,RNA,DNA,nonDRNA,9.30E-08,2.70E-10,0.168925065,0.831074842,0.875490365,0,0,0.124509635,22,0,1,31,28,7,23,2,10,0,29,17,7,16,0,12,12,18,34,7,0,22,0,0,8,0,0,0,8,0
502,RNA,DRNA,nonDRNA,2.65E-04,0.999729137,6.29E-15,6.15E-06,0.746927828,0,0.12597803,0.127094141,73,0,25,33,47,33,98,38,48,0,41,80,18,63,0,36,79,34,156,48,0,60,2,0,25,0,2,0,25,0
503,RNA,RNA,nonDRNA,1.55E-08,1.78E-11,0.977307734,0.022692251,0.626926483,0,0.373073517,0,23,0,3,9,13,13,21,4,13,0,23,22,7,11,0,10,5,16,21,18,0,20,0,0,6,0,0,0,6,0
504,RNA,RNA,RNA,4.17E-08,3.82E-12,0.98900715,0.010992808,0.371045448,0,0.504720289,0.124234263,15,0,1,1,6,3,14,7,5,0,13,13,3,4,0,8,2,10,9,11,0,16,1,0,6,0,1,0,6,0
505,RNA,RNA,RNA,4.12E-08,3.41E-12,0.994419215,0.005580744,0.123640228,0,0.503574854,0.372784918,23,0,0,6,2,2,9,2,5,0,10,8,1,1,0,0,3,13,9,10,0,6,0,0,4,0,0,0,4,0
506,RNA,DNA,nonDRNA,1.12E-07,1.49E-09,0.012675096,0.987324791,0.873820912,0,0.126179088,0,39,0,8,26,40,15,22,7,27,0,38,49,13,26,0,19,29,23,26,23,0,35,4,0,10,0,4,0,10,0
507,RNA,DRNA,nonDRNA,4.14E-21,1,2.34E-47,2.08E-35,0.749959418,0,0.123443374,0.126597208,53,0,7,64,77,46,204,53,33,0,51,70,53,43,0,195,107,105,67,38,0,36,22,0,12,0,22,0,12,0
508,RNA,DNA,nonDRNA,2.86E-04,0.015631484,2.48E-04,0.983834491,0.62704567,0,0,0.37295433,38,0,4,21,30,8,62,14,20,0,27,36,34,28,0,133,38,31,39,39,0,21,7,0,9,0,7,0,9,0
509,RNA,RNA,nonDRNA,6.65E-06,2.80E-10,0.804001541,0.19599181,1,0,0,0,39,0,5,10,11,15,24,12,11,0,7,32,4,10,0,22,12,27,16,14,0,17,0,0,5,0,0,0,5,0
510,RNA,RNA,nonDRNA,1.48E-07,1.46E-10,0.835815827,0.164184025,0.748938847,0,0.126993054,0.1240681,13,0,4,2,0,6,14,2,3,0,9,18,2,6,0,4,0,20,27,17,0,5,0,0,0,0,0,0,0,0
511,RNA,RNA,nonDRNA,8.40E-08,5.62E-12,0.922175787,0.077824129,0.623441514,0,0.376558486,0,24,0,2,11,12,9,13,8,12,0,22,17,6,5,0,16,11,18,15,19,0,19,5,0,6,0,5,0,6,0
512,RNA,DNA,nonDRNA,7.69E-08,1.08E-10,0.244374859,0.755625064,0.747873263,0,0.252126737,0,21,0,5,11,25,3,9,6,19,0,17,13,6,13,0,8,11,12,15,14,0,18,5,0,10,0,5,0,10,0
513,RNA,RNA,nonDRNA,3.01E-08,4.13E-11,0.947630326,0.052369643,0.876229862,0,0,0.123770138,17,0,0,11,30,15,22,3,11,0,22,31,4,12,0,17,7,20,32,19,0,15,2,0,3,0,2,0,3,0
514,RNA,RNA,nonDRNA,5.54E-08,1.12E-11,0.97491888,0.025081065,0.498334831,0,0.124798046,0.376867122,21,0,1,7,8,11,6,3,15,0,22,12,5,13,0,11,7,7,20,15,0,10,0,0,4,0,0,0,4,0
515,RNA,RNA,nonDRNA,1.35E-07,1.32E-11,0.85445224,0.145547626,0.874787577,0,0.125212423,0,30,0,1,15,22,12,23,4,15,0,22,21,8,10,0,18,7,19,20,25,0,27,1,0,8,0,1,0,8,0
516,RNA,RNA,nonDRNA,5.26E-08,5.96E-12,0.986501432,0.013498515,0.873346082,0,0.126653918,0,5,0,5,7,10,3,4,10,5,0,11,11,4,7,0,13,3,9,6,9,0,11,2,0,7,0,2,0,7,0
517,RNA,RNA,nonDRNA,8.47E-08,9.77E-12,0.939516766,0.06048315,0.615004907,0,0.384995093,0,15,0,1,13,16,11,16,6,14,0,34,22,4,11,0,5,11,15,16,17,0,24,2,0,2,0,2,0,2,0
518,RNA,RNA,nonDRNA,4.46E-06,2.58E-10,0.850515446,0.149480091,0.5951196,0,0.4048804,0,13,0,5,17,15,10,20,6,12,0,38,18,11,10,0,7,12,12,11,17,0,23,2,0,5,0,2,0,5,0
519,RNA,RNA,nonDRNA,9.77E-08,3.63E-11,0.920282085,0.079717817,0.730433454,0,0.269566546,0,13,0,4,17,15,10,20,5,12,0,38,18,11,10,0,7,12,14,11,17,0,23,2,0,5,0,2,0,5,0
520,RNA,RNA,RNA,1.10E-07,2.81E-11,0.910957953,0.089041937,0.123654746,0,0.876345254,0,26,0,1,10,11,7,32,8,16,0,25,16,3,7,0,21,8,31,10,11,0,22,4,0,7,0,4,0,7,0
521,RNA,RNA,RNA,2.37E-08,2.13E-11,0.969322033,0.030677943,0.244373315,0.121526716,0.634099969,0,26,0,1,8,13,5,33,8,11,0,23,19,3,9,0,18,5,32,13,17,0,21,2,0,8,0,2,0,8,0
522,RNA,DNA,nonDRNA,1.60E-04,9.34E-05,0.016456797,0.983289267,0.858446626,0,0.141553374,0,50,0,1,40,66,22,59,16,56,0,41,49,20,12,0,38,24,42,22,44,0,64,3,0,22,0,3,0,22,0
523,RNA,DNA,nonDRNA,7.32E-04,5.63E-04,0.208305604,0.790399808,0.858439446,0,0.141560554,0,50,0,1,40,66,22,59,14,56,0,42,49,20,13,0,38,24,42,22,44,0,64,3,0,22,0,3,0,22,0
524,RNA,RNA,RNA,1.52E-08,3.86E-13,0.99813468,0.001865305,0.372799921,0,0.503863231,0.123336848,9,0,0,1,1,1,11,2,2,0,6,12,2,3,0,7,5,11,7,3,0,4,4,0,1,0,4,0,1,0
525,RNA,RNA,nonDRNA,5.49E-08,1.20E-10,0.955918837,0.044081108,0.376979042,0,0.374396842,0.248624115,22,0,0,9,14,15,20,5,17,0,22,18,17,13,0,35,19,13,12,12,0,14,0,0,5,0,0,0,5,0
526,RNA,RNA,RNA,4.54E-08,3.06E-12,0.998198541,0.001801413,0.124891216,0,0.750963356,0.124145428,2,0,4,1,2,2,4,2,1,0,8,3,4,4,0,3,0,6,5,3,0,4,0,0,1,0,0,0,1,0
527,RNA,RNA,RNA,1.50E-08,3.75E-13,0.998979419,0.001020566,0.124997673,0,0.625916082,0.249086244,5,0,0,0,1,3,2,0,4,0,12,4,1,3,0,1,1,4,7,3,0,2,2,0,2,0,2,0,2,0
528,RNA,DNA,RNA,7.21E-08,7.54E-11,0.314860255,0.685139673,0.499080474,0,0.500919526,0,18,0,3,8,18,7,23,3,15,0,20,21,6,3,0,17,8,18,10,13,0,25,1,0,6,0,1,0,6,0
529,RNA,RNA,RNA,4.40E-08,3.45E-12,0.997678583,0.002321373,0.12460144,0,0.750797119,0.12460144,5,0,0,3,1,0,4,4,2,0,6,3,2,1,0,1,2,7,5,5,0,4,0,0,2,0,0,0,2,0
530,RNA,DNA,nonDRNA,8.52E-08,9.32E-11,0.435076211,0.564923704,1,0,0,0,10,0,1,9,16,7,9,7,8,0,19,22,4,5,0,9,5,12,17,13,0,18,3,0,7,0,3,0,7,0
531,RNA,RNA,RNA,9.29E-08,9.20E-11,0.529270102,0.470729806,0.498632139,0,0.501367861,0,24,0,1,4,8,8,15,2,8,0,18,22,2,5,0,13,9,13,18,16,0,16,1,0,5,0,1,0,5,0
532,RNA,RNA,nonDRNA,1.09E-07,1.49E-11,0.919891969,0.080107921,0.73027079,0,0.26972921,0,13,0,4,17,15,10,19,5,12,0,38,18,11,10,0,7,12,14,12,17,0,23,2,0,5,0,2,0,5,0
533,RNA,DNA,nonDRNA,3.50E-05,5.76E-09,0.260944269,0.739020713,0.751644686,0,0.124018097,0.124337218,58,0,13,10,14,12,15,10,13,0,18,28,15,20,0,35,26,18,20,30,0,24,1,0,8,0,1,0,8,0
534,RNA,RNA,RNA,1.11E-07,1.09E-11,0.926370264,0.073629625,0.126870382,0,0.873129618,0,21,0,2,10,11,4,34,9,11,0,25,15,6,15,0,17,6,29,10,14,0,26,2,0,6,0,2,0,6,0
535,RNA,RNA,RNA,1.43E-07,1.37E-10,0.936659433,0.063340424,0.365218776,0,0.634781224,0,17,0,1,4,15,1,6,1,9,0,16,10,1,3,0,4,4,1,3,1,0,16,0,0,4,0,0,0,4,0
536,RNA,DNA,nonDRNA,2.32E-05,3.81E-09,0.498251119,0.501725634,1,0,0,0,24,0,4,16,32,11,34,6,41,0,33,34,9,14,0,21,14,18,26,22,0,41,7,0,8,0,7,0,8,0
537,RNA,RNA,RNA,3.76E-08,3.47E-12,0.995951064,0.004048898,0.124518561,0,0.875481439,0,8,0,1,2,7,0,5,1,8,0,11,9,1,6,0,7,7,13,8,4,0,5,2,0,2,0,2,0,2,0
538,RNA,DNA,nonDRNA,1.35E-05,1.67E-07,0.029562054,0.970424258,1,0,0,0,35,0,5,45,42,25,73,13,33,0,29,37,13,32,0,26,22,48,35,28,0,44,2,0,14,0,2,0,14,0
539,RNA,DNA,nonDRNA,2.70E-06,2.45E-08,0.085499462,0.914497811,1,0,0,0,52,0,3,25,17,24,38,15,29,0,33,53,12,37,0,28,29,18,47,23,0,38,0,0,10,0,0,0,10,0
540,RNA,DNA,nonDRNA,1.87E-06,5.20E-09,0.351319528,0.648678593,1,0,0,0,26,0,5,32,25,14,28,16,22,0,32,37,9,17,0,16,14,23,40,34,0,38,12,0,11,0,12,0,11,0
541,RNA,RNA,nonDRNA,2.76E-06,5.94E-11,0.93678678,0.063210459,0.750998147,0,0.125307579,0.123694275,13,0,1,12,11,10,14,8,5,0,4,24,3,1,0,15,9,24,11,6,0,11,2,0,3,0,2,0,3,0
542,RNA,DNA,nonDRNA,3.87E-05,0.001594864,0.001019268,0.997347177,0.875800235,0,0,0.124199765,48,0,6,35,39,30,54,19,29,0,46,70,15,31,0,54,27,38,71,38,0,41,5,0,15,0,5,0,15,0
543,RNA,RNA,nonDRNA,7.96E-08,2.43E-11,0.951779193,0.048220728,0.748721084,0,0.251278916,0,16,0,0,10,12,14,14,4,13,0,25,14,10,16,0,14,12,9,10,16,0,9,0,0,7,0,0,0,7,0
544,RNA,DNA,nonDRNA,3.57E-07,3.04E-08,0.283223902,0.716775711,0.873911689,0,0.126088311,0,28,0,8,24,32,15,24,10,30,0,37,43,11,21,0,24,10,30,43,26,0,24,3,0,11,0,3,0,11,0
545,RNA,RNA,RNA,1.64E-06,4.44E-11,0.985239479,0.014758885,0.372731684,0,0.503808549,0.123459768,10,0,0,3,6,4,8,0,9,0,22,15,1,4,0,1,8,13,3,8,0,8,0,0,1,0,0,0,1,0
546,RNA,RNA,nonDRNA,4.21E-06,2.06E-10,0.911373963,0.088621822,0.873852055,0,0,0.126147945,4,0,0,13,15,14,14,5,25,0,22,17,7,17,0,6,5,10,12,7,0,13,1,0,11,0,1,0,11,0
547,RNA,DRNA,nonDRNA,0.003500069,0.996039119,1.23E-06,4.60E-04,0.494133489,0.131837269,0.123575712,0.250453531,86,0,9,40,97,31,52,15,25,0,49,102,18,17,0,53,20,75,31,36,0,56,25,0,25,0,25,0,25,0
548,RNA,RNA,RNA,1.52E-07,1.24E-10,0.973785233,0.026214615,0.370159578,0,0.509569585,0.120270837,2,0,0,3,6,1,5,0,3,0,4,6,2,3,0,2,1,10,3,6,0,10,0,0,0,0,0,0,0,0
549,RNA,DNA,nonDRNA,7.66E-04,1.22E-05,0.005086385,0.994135092,0.755379031,0,0,0.244620969,32,0,14,43,30,30,25,19,32,0,36,57,23,32,0,23,34,38,75,33,0,34,4,0,18,0,4,0,18,0
550,RNA,DRNA,nonDRNA,0.001254317,0.998745232,4.39E-07,1.20E-08,0.748192752,0.124561869,0.127245379,0,47,0,17,82,74,42,59,25,62,0,59,91,22,27,0,58,30,41,48,68,0,81,8,0,31,0,8,0,31,0
551,RNA,DNA,nonDRNA,0.050818392,0.010066015,0.040828648,0.898286945,0.748883177,0,0.125039477,0.126077346,35,0,12,36,67,30,46,8,41,0,58,67,29,36,0,26,28,32,51,39,0,45,14,0,26,0,14,0,26,0
552,RNA,RNA,RNA,1.67E-06,2.79E-11,0.992619504,0.007378825,0.120241515,0,0.879758485,0,2,0,0,3,6,1,6,0,3,0,4,6,2,1,0,2,1,10,2,8,0,10,0,0,0,0,0,0,0,0
553,RNA,RNA,RNA,1.84E-06,4.86E-11,0.974096334,0.025901822,0.375411293,0,0.624588707,0,6,0,3,5,5,7,10,3,15,0,18,11,2,8,0,6,7,13,9,8,0,13,0,0,8,0,0,0,8,0
554,RNA,RNA,RNA,4.33E-08,2.29E-12,0.997986771,0.002013186,0.369977982,0,0.630022018,0,2,0,1,4,5,1,5,0,3,0,3,6,2,1,0,2,4,11,5,6,0,8,0,0,0,0,0,0,0,0
555,RNA,DNA,nonDRNA,0.001017145,8.34E-06,0.058636223,0.940338291,0.62281707,0,0.248501325,0.128681605,54,0,0,29,58,18,51,12,27,0,26,84,8,11,0,29,25,57,31,33,0,59,8,0,14,0,8,0,14,0
556,RNA,DRNA,nonDRNA,0.005391988,0.994351327,1.24E-07,2.57E-04,0.751204132,0.124517577,0,0.124278291,57,0,6,71,72,40,54,27,55,0,68,73,19,41,0,38,30,40,50,52,0,68,18,0,38,0,18,0,38,0
557,RNA,RNA,RNA,1.29E-07,1.09E-10,0.916567883,0.083431988,0,0,1,0,15,0,0,5,7,1,6,3,8,0,11,10,2,5,0,3,0,14,4,3,0,11,0,0,5,0,0,0,5,0
558,RNA,DNA,nonDRNA,1.05E-05,1.14E-09,0.498439661,0.501549831,0.750355166,0,0.124567061,0.125077773,14,0,8,21,30,15,18,5,22,0,33,31,11,12,0,23,17,16,25,18,0,14,3,0,13,0,3,0,13,0
559,RNA,RNA,nonDRNA,7.86E-08,4.14E-12,0.976713893,0.023286028,0.623198216,0,0.376801784,0,14,0,4,7,6,6,8,3,16,0,7,16,4,4,0,20,8,3,17,27,0,14,2,0,3,0,2,0,3,0
560,RNA,RNA,nonDRNA,1.65E-06,4.15E-09,0.709050133,0.290948214,0.6245431,0.12509128,0.125117349,0.125248272,11,0,1,17,22,19,86,7,9,0,19,10,7,19,0,15,10,25,25,12,0,16,1,0,22,0,1,0,22,0
561,RNA,DNA,nonDRNA,8.88E-04,3.01E-06,0.206744782,0.792364688,0.749405354,0,0.250594646,0,25,0,4,32,78,24,37,8,18,0,24,53,8,5,0,34,6,52,14,23,0,54,12,0,16,0,12,0,16,0
562,RNA,DRNA,nonDRNA,0.025063859,0.924428343,1.43E-07,0.050507656,0.627405105,0,0,0.372594895,52,0,3,37,48,37,44,26,51,0,59,61,19,96,0,49,68,22,103,31,0,40,1,0,32,0,1,0,32,0
563,RNA,DNA,nonDRNA,2.19E-04,1.27E-07,0.491343965,0.508436974,0.875441764,0,0,0.124558236,90,0,3,6,29,8,60,2,21,0,24,41,4,20,0,37,23,13,34,28,0,36,1,0,12,0,1,0,12,0
564,RNA,RNA,RNA,4.97E-08,4.44E-12,0.996308283,0.003691667,0.26019501,0,0.73980499,0,2,0,7,2,3,2,6,3,2,0,9,3,1,1,0,10,8,8,7,6,0,3,1,0,2,0,1,0,2,0
565,RNA,RNA,nonDRNA,1.74E-08,3.83E-12,0.990853842,0.009146141,0.871082137,0,0.128917863,0,20,0,2,6,4,3,7,5,11,0,9,21,2,8,0,18,9,1,20,21,0,11,1,0,9,0,1,0,9,0
566,RNA,RNA,RNA,4.08E-08,2.30E-12,0.994212576,0.005787383,0,0,0.751536689,0.248463311,15,0,0,6,5,5,14,1,4,0,11,10,1,4,0,5,6,16,2,4,0,11,0,0,8,0,0,0,8,0
567,RNA,RNA,nonDRNA,1.27E-07,1.27E-10,0.624723887,0.375275986,0.874762899,0,0,0.125237101,8,0,3,8,16,9,18,3,6,0,6,11,2,8,0,6,8,14,18,11,0,8,5,0,4,0,5,0,4,0
568,RNA,RNA,nonDRNA,2.07E-06,5.14E-11,0.9903969,0.009601029,0.626986128,0,0.123867991,0.249145882,6,0,6,2,5,4,3,0,9,0,10,4,3,6,0,3,8,2,4,2,0,2,0,0,2,0,0,0,2,0
569,RNA,DNA,nonDRNA,1.21E-04,1.74E-04,3.17E-04,0.999387925,0.875127321,0,0.124872679,0,50,0,14,51,62,28,52,31,29,0,62,85,11,31,0,24,27,38,45,29,0,47,7,0,18,0,7,0,18,0
570,RNA,DNA,nonDRNA,1.07E-07,3.81E-10,0.0728852,0.927114693,0.87639639,0,0.12360361,0,33,0,4,15,19,22,38,9,10,0,17,20,16,6,0,31,12,18,26,29,0,23,2,0,12,0,2,0,12,0
571,RNA,DNA,nonDRNA,1.13E-05,2.40E-07,0.012219862,0.987768587,0.874962579,0,0,0.125037421,33,0,5,30,67,13,24,10,34,0,90,37,11,20,0,23,22,39,45,31,0,34,5,0,9,0,5,0,9,0
572,RNA,RNA,RNA,1.65E-06,3.20E-11,0.985744299,0.014254051,0,0,1,0,13,0,0,9,4,1,4,4,9,0,13,8,3,3,0,2,2,10,7,6,0,11,0,0,1,0,0,0,1,0
573,RNA,RNA,nonDRNA,3.67E-07,7.65E-11,0.810063985,0.189935648,1,0,0,0,46,0,1,17,36,8,17,1,24,0,41,36,6,11,0,20,8,9,11,11,0,28,1,0,6,0,1,0,6,0
574,RNA,RNA,nonDRNA,1.69E-06,2.89E-11,0.989710395,0.010287916,0.626169017,0,0,0.373830983,4,0,2,8,10,2,4,1,6,0,2,12,2,4,0,2,2,6,6,7,0,7,0,0,2,0,0,0,2,0
575,RNA,DNA,nonDRNA,5.89E-07,6.83E-08,0.372449325,0.627550018,0.624348899,0,0.126552474,0.249098627,25,0,8,21,32,21,19,10,31,0,40,44,13,33,0,16,15,29,34,19,0,22,1,0,11,0,1,0,11,0
576,RNA,RNA,nonDRNA,7.62E-08,2.73E-10,0.848228852,0.151771071,1,0,0,0,24,0,11,13,17,7,16,12,9,0,31,21,8,10,0,15,24,13,22,15,0,16,1,0,9,0,1,0,9,0
577,RNA,RNA,nonDRNA,6.43E-08,3.86E-12,0.976530532,0.023469404,0.875245828,0,0,0.124754172,15,0,0,11,27,6,12,6,9,0,12,21,3,4,0,16,4,16,9,3,0,26,0,0,6,0,0,0,6,0
578,RNA,RNA,nonDRNA,1.44E-07,1.34E-10,0.931831075,0.068168781,0.49731687,0,0.377954389,0.12472874,6,0,0,3,8,4,15,2,8,0,9,4,1,1,0,0,8,8,3,5,0,10,0,0,5,0,0,0,5,0
579,RNA,DRNA,nonDRNA,1.97E-04,0.999802856,2.64E-11,2.39E-07,1,0,0,0,68,0,19,48,49,55,59,19,68,0,59,86,31,55,0,45,44,40,94,66,0,73,18,0,22,0,18,0,22,0
580,RNA,RNA,nonDRNA,3.43E-06,2.88E-07,0.84409156,0.155904726,0.874761548,0,0.125238452,0,41,0,1,30,28,15,38,6,20,0,43,44,28,17,0,18,18,28,17,18,0,41,0,0,2,0,0,0,2,0
581,RNA,DNA,nonDRNA,1.42E-04,1.65E-07,0.263140653,0.736716715,1,0,0,0,20,0,3,30,55,31,31,11,28,0,41,47,12,12,0,18,9,35,23,24,0,27,8,0,22,0,8,0,22,0
582,RNA,RNA,nonDRNA,6.76E-06,3.27E-10,0.753919343,0.246073896,0.87393381,0,0.12606619,0,16,0,2,13,27,13,20,9,11,0,14,41,11,6,0,11,16,21,15,15,0,15,7,0,5,0,7,0,5,0
583,RNA,DNA,nonDRNA,7.50E-05,2.02E-06,0.012019682,0.987903267,0.874580302,0,0.125419698,0,70,0,7,50,52,29,37,16,40,0,32,59,15,18,0,31,21,50,21,32,0,44,9,0,11,0,9,0,11,0
584,RNA,RNA,nonDRNA,5.21E-07,1.72E-08,0.577001218,0.422998243,0.875375087,0,0.124624913,0,48,0,6,12,12,11,26,13,14,0,14,35,14,33,0,24,36,15,36,20,0,17,2,0,13,0,2,0,13,0
585,RNA,RNA,nonDRNA,1.14E-07,1.72E-10,0.661781931,0.338217955,0.500687865,0,0.248578519,0.250733616,10,0,0,7,16,11,10,4,14,0,24,18,2,7,0,9,10,14,13,7,0,17,0,0,1,0,0,0,1,0
