seq,class,predicted class na夫e,predicted class knn,nondrna na夫e,rna na夫e,drna na夫e,dna na夫e,nondrna knn,rna knn,drna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
1249,nonDRNA,RNA,nonDRNA,3.66E-07,0.715594096,1.43E-10,0.284405537,0.596648405,0.200735497,0,0.202616098,38,0,2,22,30,9,17,10,18,0,4,38,9,5,0,20,13,33,11,17,0,26,8,0,6,0
1250,nonDRNA,DNA,nonDRNA,1.17E-06,0.298451316,2.98E-09,0.701547512,1,0,0,0,30,0,8,26,36,23,35,10,18,0,15,32,17,21,0,20,21,22,26,31,0,33,4,0,16,0
1251,nonDRNA,RNA,nonDRNA,7.72E-08,0.943323138,1.68E-11,0.056676785,1,0,0,0,17,0,0,13,25,11,13,3,14,0,22,26,7,9,0,5,6,13,11,10,0,22,4,0,4,0
1252,nonDRNA,DNA,nonDRNA,2.36E-06,0.382176315,4.46E-09,0.617821325,1,0,0,0,38,0,2,33,12,14,36,8,12,0,19,44,9,30,0,19,18,14,37,25,0,29,11,0,23,0
1253,nonDRNA,RNA,nonDRNA,1.12E-07,0.878947927,2.41E-11,0.121051961,1,0,0,0,35,0,2,17,18,11,24,5,15,0,14,25,8,6,0,10,10,19,16,25,0,18,3,0,6,0
1254,nonDRNA,DNA,nonDRNA,4.95E-07,0.410118308,6.87E-10,0.589881196,1,0,0,0,41,0,3,22,28,16,24,14,12,0,34,54,13,12,0,15,13,21,32,20,0,29,5,0,10,0
1255,nonDRNA,DNA,nonDRNA,3.90E-04,3.42E-06,4.86E-04,0.999120762,1,0,0,0,20,0,29,39,52,29,50,25,33,0,34,55,16,28,0,44,26,31,54,46,0,46,12,0,35,0
1256,nonDRNA,DNA,nonDRNA,6.05E-06,0.186246913,4.04E-08,0.813746999,1,0,0,0,19,0,8,36,41,24,17,11,24,0,29,40,11,31,0,22,15,17,34,21,0,23,9,0,32,0
1257,nonDRNA,RNA,nonDRNA,1.58E-07,0.913556947,4.52E-11,0.086442895,0.805096706,0.194903294,0,0,42,0,0,14,13,7,17,3,2,0,8,34,1,13,0,15,28,17,16,14,0,15,1,0,12,0
1258,nonDRNA,RNA,nonDRNA,3.00E-07,0.565412237,2.25E-10,0.434587464,1,0,0,0,27,0,4,16,37,15,30,7,22,0,17,41,8,15,0,26,15,23,23,25,0,29,3,0,7,0
1259,nonDRNA,RNA,nonDRNA,5.38E-08,0.984869853,4.35E-12,0.015130093,1,0,0,0,20,0,3,8,10,4,18,2,9,0,2,9,8,4,0,14,4,10,5,11,0,14,1,0,4,0
1260,nonDRNA,RNA,nonDRNA,1.54E-07,0.861691447,3.34E-11,0.138308399,1,0,0,0,30,0,4,22,12,12,15,5,12,0,7,30,7,9,0,14,12,14,19,13,0,25,4,0,16,0
1261,nonDRNA,DNA,nonDRNA,5.03E-04,0.007725579,4.15E-04,0.991355694,0.804193882,0.195806118,0,0,84,0,7,21,36,31,76,6,36,0,27,91,15,23,0,44,19,56,60,29,0,50,11,0,16,0
1262,nonDRNA,RNA,nonDRNA,1.97E-07,0.904985493,3.89E-11,0.095014309,0.8015516,0,0,0.1984484,45,0,0,14,16,2,33,3,8,0,10,47,3,7,0,20,15,20,14,10,0,21,5,0,4,0
1263,nonDRNA,DNA,nonDRNA,5.12E-05,0.133719456,9.24E-07,0.866228389,1,0,0,0,43,0,7,39,34,25,35,1,27,0,24,47,13,41,0,22,16,27,35,34,0,28,12,0,36,0
1264,nonDRNA,RNA,nonDRNA,5.01E-08,0.987467366,5.05E-12,0.012532584,0.801512453,0,0,0.198487547,19,0,2,12,8,5,21,6,12,0,8,18,4,5,0,7,5,8,3,7,0,9,0,0,3,0
1265,nonDRNA,RNA,nonDRNA,5.75E-08,0.969598314,8.45E-12,0.030401629,0.796490484,0,0,0.203509516,19,0,1,17,18,5,20,3,14,0,18,16,6,4,0,10,8,13,5,11,0,19,0,0,7,0
1266,nonDRNA,RNA,nonDRNA,2.14E-07,0.741444599,1.05E-10,0.258555187,1,0,0,0,20,0,6,18,33,11,18,8,21,0,25,30,11,11,0,15,6,20,17,14,0,25,6,0,13,0
1267,nonDRNA,RNA,nonDRNA,5.81E-07,0.528510606,3.28E-10,0.471488813,0.797946827,0,0,0.202053173,47,0,9,27,18,9,34,7,17,0,8,32,11,10,0,19,18,31,15,17,0,22,7,0,11,0
1268,nonDRNA,RNA,nonDRNA,1.93E-07,0.831324369,6.19E-11,0.168675438,1,0,0,0,39,0,2,21,23,10,37,5,22,0,14,20,6,13,0,11,7,13,18,20,0,28,3,0,9,0
1269,nonDRNA,RNA,nonDRNA,1.06E-07,0.978596694,1.16E-11,0.0214032,1,0,0,0,6,0,11,6,4,4,4,7,4,0,7,14,7,1,0,5,3,12,22,6,0,6,0,0,4,0
1270,nonDRNA,RNA,nonDRNA,8.44E-08,0.940134243,1.58E-11,0.059865673,1,0,0,0,23,0,1,14,11,13,15,3,16,0,12,14,5,15,0,16,8,13,20,13,0,16,5,0,4,0
1271,nonDRNA,RNA,nonDRNA,1.58E-07,0.929284219,7.44E-11,0.070715624,0.400591291,0.199942134,0.191817853,0.207648722,4,0,2,15,13,18,18,4,23,0,24,17,3,21,0,8,6,9,28,12,0,16,1,0,17,0
1272,nonDRNA,RNA,nonDRNA,8.15E-08,0.98039388,9.15E-12,0.019606038,1,0,0,0,31,0,0,8,5,2,18,2,7,0,9,9,1,10,0,4,6,5,18,22,0,14,6,0,6,0
1273,nonDRNA,DNA,nonDRNA,1.85E-05,0.1863756,1.71E-07,0.81360574,1,0,0,0,48,0,4,24,11,26,67,14,26,0,24,27,8,37,0,27,10,13,39,35,0,39,12,0,22,0
1274,nonDRNA,RNA,nonDRNA,1.53E-07,0.934411768,3.15E-11,0.065588079,1,0,0,0,41,0,4,20,22,9,32,4,14,0,10,31,7,1,0,15,4,27,7,5,0,26,0,0,1,0
1275,nonDRNA,DNA,nonDRNA,1.95E-06,0.072144083,1.14E-08,0.927853961,1,0,0,0,32,0,11,30,35,21,33,15,38,0,39,47,12,13,0,34,13,14,29,29,0,34,7,0,17,0
1276,nonDRNA,DNA,nonDRNA,3.32E-06,0.177755061,2.59E-08,0.822241597,1,0,0,0,41,0,6,33,47,24,43,14,32,0,29,33,15,26,0,22,10,21,18,35,0,42,2,0,16,0
1277.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,95.00,0.00,0.00,83.00,42.00,41.00,72.00,29.00,51.00,0.00,22.00,62.00,17.00,62.00,0.00,38.00,38.00,34.00,73.00,74.00,0.00,57.00,29.00,0.00,53.00,0.00
1278,nonDRNA,RNA,nonDRNA,6.59E-08,0.988472884,7.89E-12,0.01152705,1,0,0,0,17,0,8,9,5,4,5,9,4,0,16,9,5,3,0,5,1,2,10,6,0,9,0,0,3,0
1279,nonDRNA,RNA,nonDRNA,1.19E-07,0.929073953,2.31E-11,0.070925928,1,0,0,0,22,0,0,22,4,14,25,3,8,0,15,23,8,8,0,10,9,4,14,15,0,14,5,0,9,0
1280,nonDRNA,DNA,nonDRNA,1.57E-05,0.104115076,4.59E-07,0.895868793,1,0,0,0,47,0,4,33,52,8,46,8,55,0,43,42,14,33,0,20,13,25,33,40,0,60,1,0,8,0
1281.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,48.00,0.00,3.00,56.00,44.00,35.00,65.00,7.00,52.00,0.00,81.00,47.00,26.00,57.00,0.00,30.00,27.00,13.00,46.00,39.00,0.00,46.00,29.00,0.00,55.00,0.00
1282,nonDRNA,RNA,nonDRNA,2.43E-07,0.797976193,8.14E-11,0.202023564,1,0,0,0,46,0,0,17,13,7,21,5,18,0,13,45,4,10,0,15,26,13,20,20,0,12,4,0,9,0
1283,nonDRNA,DNA,nonDRNA,2.18E-05,0.010192458,2.35E-06,0.989783358,1,0,0,0,39,0,5,42,46,21,42,18,38,0,23,70,14,33,0,19,41,35,44,24,0,52,7,0,27,0
1284,nonDRNA,RNA,nonDRNA,7.40E-07,0.59336944,6.37E-10,0.406629819,0.599673856,0.19990407,0,0.200422074,47,0,1,13,38,21,32,3,5,0,8,54,7,5,0,30,7,40,14,15,0,26,3,0,12,0
1285,nonDRNA,RNA,nonDRNA,1.50E-07,0.854624642,5.64E-11,0.145375207,0.803059154,0.196940846,0,0,16,0,4,16,32,13,28,6,19,0,25,35,5,10,0,11,4,14,18,9,0,25,4,0,12,0
1286.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,40.00,0.00,82.00,53.00,94.00,30.00,96.00,28.00,69.00,0.00,80.00,61.00,21.00,59.00,0.00,91.00,44.00,55.00,93.00,76.00,0.00,63.00,26.00,0.00,70.00,0.00
1287,nonDRNA,RNA,nonDRNA,2.01E-07,0.917233589,1.09E-10,0.08276621,1,0,0,0,20,0,1,19,21,6,22,1,14,0,41,31,1,19,0,2,10,4,33,31,0,16,1,0,3,0
1288,nonDRNA,DNA,nonDRNA,3.90E-04,6.10E-05,1.51E-04,0.99939792,0.601331998,0.398668002,0,0,38,0,26,37,34,33,63,19,33,0,36,55,9,24,0,45,20,22,51,54,0,41,13,0,32,0
1289,nonDRNA,RNA,nonDRNA,5.30E-08,0.977518766,5.49E-12,0.022481181,1,0,0,0,17,0,2,10,8,10,15,2,6,0,7,14,3,6,0,10,5,14,9,11,0,15,4,0,9,0
1290,nonDRNA,DNA,nonDRNA,6.57E-07,0.431080813,5.81E-10,0.568918529,1,0,0,0,46,0,7,23,29,18,36,11,19,0,17,37,8,10,0,28,11,19,14,24,0,23,4,0,19,0
1291,nonDRNA,RNA,nonDRNA,3.60E-07,0.632092249,1.78E-10,0.367907391,1,0,0,0,33,0,6,24,23,18,36,10,22,0,13,31,5,8,0,20,12,19,18,22,0,18,5,0,15,0
1292,nonDRNA,RNA,nonDRNA,9.24E-08,0.920746102,2.27E-11,0.079253806,1,0,0,0,29,0,2,15,15,10,26,7,20,0,15,25,6,15,0,3,7,14,21,14,0,17,1,0,5,0
1293.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,158.00,0.00,32.00,112.00,105.00,58.00,127.00,29.00,89.00,0.00,96.00,130.00,50.00,53.00,0.00,102.00,53.00,110.00,97.00,83.00,0.00,118.00,35.00,0.00,50.00,0.00
1294,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,0.800583802,0.199416198,0,0,158,0,32,112,105,58,127,27,88,0,96,130,50,53,0,102,53,110,97,83,0,119,35,2,50,0
1295,nonDRNA,RNA,nonDRNA,5.20E-08,0.986327461,3.86E-12,0.013672487,1,0,0,0,17,0,0,7,12,2,12,2,3,0,3,11,3,3,0,11,6,15,7,8,0,14,4,0,7,0
1296,nonDRNA,RNA,nonDRNA,7.51E-08,0.971236762,7.54E-12,0.028763163,1,0,0,0,13,0,4,14,11,4,17,7,8,0,3,18,8,6,0,10,6,14,6,11,0,16,6,0,3,0
1297,nonDRNA,RNA,nonDRNA,2.41E-07,0.774499976,1.40E-10,0.225499783,1,0,0,0,37,0,2,16,28,6,25,8,25,0,33,30,11,13,0,15,9,11,20,19,0,35,1,0,9,0
1298.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,384.00,0.00,53.00,304.00,395.00,201.00,356.00,139.00,307.00,0.00,283.00,458.00,116.00,173.00,0.00,217.00,223.00,236.00,376.00,283.00,0.00,314.00,69.00,0.00,156.00,0.00
1299,nonDRNA,RNA,nonDRNA,4.16E-07,0.661002948,1.80E-10,0.338996636,0.797503105,0.202496895,0,0,50,0,6,17,25,12,31,10,14,0,8,39,9,5,0,21,9,31,19,8,0,28,6,0,9,0
1300,nonDRNA,DNA,nonDRNA,7.73E-06,0.10473538,6.42E-08,0.895256829,1,0,0,0,88,0,4,33,26,11,46,7,22,0,9,62,9,13,0,42,16,44,32,30,0,27,5,0,14,0
1301,nonDRNA,RNA,nonDRNA,1.08E-06,0.515731077,1.11E-09,0.484267842,1,0,0,0,50,0,2,20,31,22,29,16,11,0,8,40,3,8,0,31,13,28,15,16,0,43,6,0,9,0
1302,nonDRNA,RNA,nonDRNA,1.19E-07,0.920386856,3.07E-11,0.079613025,0.798547401,0,0,0.201452599,20,0,6,14,24,5,32,2,20,0,16,26,11,8,0,9,11,12,13,13,0,19,0,0,12,0
1303,nonDRNA,RNA,nonDRNA,4.11E-07,0.589330054,4.06E-10,0.410669534,0.801428727,0.198571273,0,0,19,0,5,17,31,25,25,8,20,0,22,38,8,17,0,14,14,23,27,19,0,24,5,0,16,0
1304,nonDRNA,DNA,nonDRNA,8.30E-06,0.001898358,3.14E-07,0.998093027,1,0,0,0,51,0,18,31,44,25,42,19,22,0,22,72,6,10,0,41,30,35,38,38,0,52,5,0,17,0
1305,nonDRNA,RNA,nonDRNA,1.60E-07,0.878343803,3.67E-11,0.121656037,1,0,0,0,37,0,1,16,15,9,17,7,16,0,12,25,4,6,0,20,19,19,8,11,0,15,7,0,12,0
1306.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.84,0.15,0.802011822,0,0,0.197988178,73.00,0.00,8.00,74.00,46.00,35.00,66.00,17.00,37.00,0.00,33.00,99.00,7.00,49.00,0.00,60.00,42.00,45.00,79.00,52.00,0.00,75.00,7.00,0.00,24.00,0.00
1307,nonDRNA,RNA,nonDRNA,5.18E-08,0.983157711,4.95E-12,0.016842237,1,0,0,0,24,0,1,10,12,4,19,7,5,0,7,13,4,2,0,11,7,8,15,10,0,17,0,0,2,0
1308,nonDRNA,DNA,nonDRNA,1.12E-06,0.370290101,1.29E-09,0.629708777,1,0,0,0,49,0,2,33,28,11,29,11,13,0,4,51,12,6,0,32,8,44,16,24,0,29,6,0,8,0
1309,nonDRNA,RNA,nonDRNA,7.30E-07,0.541257028,5.80E-10,0.458742241,0.797309642,0,0,0.202690358,48,0,0,13,12,8,37,8,21,0,25,22,9,18,0,14,14,5,50,24,0,33,4,0,16,0
1310,nonDRNA,RNA,nonDRNA,1.94E-07,0.888117026,3.93E-11,0.11188278,1,0,0,0,41,0,7,16,3,13,31,7,11,0,8,12,4,9,0,14,9,16,15,16,0,16,6,0,12,0
1311,nonDRNA,DNA,nonDRNA,7.36E-06,0.243348445,2.56E-08,0.756644165,1,0,0,0,63,0,4,18,38,6,49,20,6,0,1,59,4,1,0,30,21,46,16,31,0,42,9,0,8,0
1312,nonDRNA,RNA,nonDRNA,1.52E-07,0.921534803,2.55E-11,0.078465045,1,0,0,0,29,0,7,15,21,7,20,3,12,0,7,19,7,5,0,11,7,22,13,11,0,15,9,0,9,0
1313,nonDRNA,DNA,nonDRNA,4.94E-04,0.013218436,2.85E-04,0.986001863,1,0,0,0,70,0,8,42,36,22,46,11,30,0,14,65,10,23,0,51,26,66,44,46,0,48,16,0,21,0
1314,nonDRNA,DNA,nonDRNA,2.25E-06,0.185662627,1.06E-09,0.814335123,1,0,0,0,29,0,20,14,2,15,42,0,6,0,7,12,3,12,0,20,20,8,36,24,0,14,7,0,8,0
1315,nonDRNA,DNA,nonDRNA,2.30E-04,0.358742455,4.79E-06,0.64102265,1,0,0,0,85,0,4,39,24,14,74,8,19,0,6,39,8,17,0,24,10,26,33,59,0,43,14,0,16,0
1316,nonDRNA,RNA,nonDRNA,5.45E-07,0.725465787,3.28E-10,0.274533668,1,0,0,0,55,0,5,20,17,10,31,1,19,0,23,26,6,12,0,24,20,10,19,24,0,32,8,0,8,0
1317,nonDRNA,DNA,nonDRNA,1.89E-06,0.387232804,3.27E-09,0.612765299,0.795212412,0.204787588,0,0,66,0,2,36,23,16,32,12,26,0,12,41,9,10,0,21,17,31,14,20,0,36,8,0,9,0
1318,nonDRNA,RNA,nonDRNA,1.93E-07,0.968568491,2.46E-11,0.031431316,1,0,0,0,7,0,14,7,7,2,12,2,4,0,19,13,3,6,0,6,1,6,4,6,0,7,2,0,9,0
1319,nonDRNA,RNA,nonDRNA,2.00E-07,0.96392317,2.80E-11,0.036076629,1,0,0,0,7,0,14,6,9,3,9,3,6,0,19,12,3,7,0,3,2,5,5,8,0,5,3,0,8,0
1320,nonDRNA,RNA,nonDRNA,8.00E-08,0.942383719,1.75E-11,0.057616201,1,0,0,0,27,0,3,14,26,7,21,4,17,0,20,15,5,10,0,8,10,6,15,16,0,22,2,0,5,0
1321,nonDRNA,RNA,nonDRNA,9.98E-08,0.931660516,1.88E-11,0.068339384,1,0,0,0,23,0,2,9,28,7,32,4,7,0,14,35,5,6,0,14,7,24,6,9,0,24,4,0,5,0
1322,nonDRNA,RNA,nonDRNA,6.03E-08,0.97349295,6.79E-12,0.02650699,1,0,0,0,22,0,0,12,8,7,9,7,4,0,7,32,1,5,0,11,11,11,10,11,0,14,2,0,7,0
1323,nonDRNA,RNA,nonDRNA,7.15E-07,0.573881842,4.40E-10,0.426117443,1,0,0,0,49,0,1,23,23,17,44,9,14,0,3,48,3,5,0,34,12,28,23,18,0,31,3,0,4,0
1324,nonDRNA,RNA,nonDRNA,1.48E-07,0.850666459,5.74E-11,0.149333392,1,0,0,0,29,0,5,16,33,11,27,6,19,0,29,22,10,8,0,10,3,12,17,11,0,21,2,0,11,0
1325,nonDRNA,RNA,nonDRNA,2.20E-07,0.789621543,7.86E-11,0.210378237,1,0,0,0,44,0,3,20,17,14,35,6,13,0,15,35,12,7,0,18,8,20,15,20,0,25,2,0,8,0
1326,nonDRNA,DNA,nonDRNA,3.76E-05,0.034318238,1.82E-06,0.965642364,1,0,0,0,74,0,3,36,25,26,40,14,15,0,17,68,13,29,0,39,25,42,34,34,0,50,8,0,27,0
1327,nonDRNA,RNA,nonDRNA,6.88E-07,0.651003038,4.06E-10,0.348996274,1,0,0,0,39,0,7,19,27,6,30,10,11,0,11,30,5,5,0,18,21,29,23,23,0,25,11,0,16,0
1328,nonDRNA,RNA,nonDRNA,7.18E-07,0.724929109,4.44E-10,0.275070172,1,0,0,0,37,0,5,19,25,7,27,10,11,0,9,27,5,7,0,18,20,29,23,31,0,25,12,0,15,0
1329,nonDRNA,DNA,nonDRNA,1.30E-05,0.049085193,1.74E-07,0.950901679,1,0,0,0,35,0,10,31,24,20,38,6,30,0,16,51,14,43,0,19,28,32,42,47,0,50,10,0,18,0
1330,nonDRNA,RNA,nonDRNA,1.25E-07,0.918954941,3.83E-11,0.081044935,1,0,0,0,23,0,3,12,25,6,17,5,31,0,19,23,4,16,0,13,7,14,15,6,0,28,2,0,13,0
1331,nonDRNA,DNA,nonDRNA,1.23E-04,0.0087402,6.07E-05,0.991075827,1,0,0,0,57,0,7,43,51,26,34,22,49,0,29,65,17,34,0,25,35,46,44,33,0,35,14,0,17,0
1332,nonDRNA,DNA,nonDRNA,6.50E-04,0.0116,0.001044344,0.986705162,1,0,0,0,73,0,6,56,53,24,50,19,42,0,44,66,28,24,0,37,25,38,41,40,0,50,6,0,23,0
1333,nonDRNA,DNA,nonDRNA,1.07E-06,0.206028019,3.51E-09,0.793970907,0.602304848,0,0,0.397695152,38,0,7,31,44,6,44,20,19,0,37,53,6,11,0,17,25,20,27,16,0,30,2,0,9,0
1334.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,0.99,0.01,1,0,0,0,64.00,0.00,26.00,63.00,73.00,36.00,62.00,20.00,28.00,0.00,65.00,72.00,15.00,41.00,0.00,65.00,47.00,66.00,80.00,59.00,0.00,52.00,12.00,0.00,26.00,0.00
1335.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,0.99,0.01,1,0,0,0,58.00,0.00,24.00,58.00,78.00,36.00,58.00,22.00,32.00,0.00,67.00,73.00,17.00,46.00,0.00,64.00,45.00,63.00,79.00,61.00,0.00,49.00,13.00,0.00,26.00,0.00
1336,nonDRNA,DNA,nonDRNA,6.36E-07,0.326535537,4.14E-10,0.673463827,1,0,0,0,41,0,12,23,19,10,29,16,18,0,15,27,13,11,0,27,7,17,26,17,0,24,5,0,13,0
1337,nonDRNA,DNA,nonDRNA,3.14E-05,0.439068983,1.49E-07,0.560899473,1,0,0,0,82,0,3,19,19,16,37,6,32,0,7,61,9,6,0,31,7,29,23,42,0,58,12,0,12,0
1338,nonDRNA,RNA,nonDRNA,6.10E-08,0.977660176,5.67E-12,0.022339763,1,0,0,0,21,0,0,11,7,6,19,3,9,0,2,16,4,6,0,7,10,14,9,7,0,12,4,0,5,0
1339,nonDRNA,DNA,nonDRNA,6.98E-06,0.129028143,1.06E-07,0.870964769,1,0,0,0,30,0,4,25,31,27,34,18,33,0,37,52,18,18,0,30,17,25,32,28,0,35,7,0,29,0
1340,nonDRNA,RNA,nonDRNA,1.10E-07,0.900241062,2.61E-11,0.099758828,1,0,0,0,16,0,2,19,23,11,19,6,21,0,11,25,10,9,0,10,1,20,14,12,0,23,2,0,12,0
1341,nonDRNA,DNA,nonDRNA,6.52E-05,0.013547461,1.55E-05,0.986371924,1,0,0,0,49,0,8,43,54,20,51,21,33,0,18,67,24,23,0,28,36,37,41,24,0,47,9,0,25,0
1342,nonDRNA,RNA,nonDRNA,4.44E-08,0.995344703,4.54E-12,0.004655252,1,0,0,0,5,0,0,8,4,5,6,3,7,0,12,7,1,3,0,2,2,1,5,7,0,8,1,0,5,0
1343,nonDRNA,RNA,nonDRNA,6.12E-08,0.966918317,7.49E-12,0.033081621,1,0,0,0,21,0,2,13,12,6,18,6,9,0,9,13,7,6,0,6,12,13,3,13,0,19,3,0,5,0
1344,nonDRNA,RNA,nonDRNA,4.76E-08,0.992091345,3.56E-12,0.007908607,0.799603883,0,0,0.200396117,19,0,0,6,6,5,14,4,10,0,1,9,2,4,0,6,2,11,4,5,0,15,1,0,3,0
1345,nonDRNA,DNA,nonDRNA,1.53E-06,0.478550834,1.42E-09,0.521447631,0.802372808,0.197627192,0,0,62,0,2,19,25,16,38,13,7,0,5,44,8,7,0,28,6,29,22,28,0,44,7,0,8,0
1346,nonDRNA,RNA,nonDRNA,4.65E-08,0.994610679,4.17E-12,0.005389275,1,0,0,0,12,0,2,11,5,4,9,1,9,0,10,13,2,4,0,5,3,1,3,6,0,5,2,0,2,0
1347.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.88,0.12,1,0,0,0,77.00,0.00,4.00,63.00,81.00,16.00,66.00,16.00,67.00,0.00,43.00,77.00,21.00,31.00,0.00,31.00,25.00,66.00,34.00,47.00,0.00,83.00,3.00,0.00,24.00,0.00
1348,nonDRNA,RNA,nonDRNA,1.24E-07,0.927624129,3.37E-11,0.072375747,1,0,0,0,21,0,0,17,32,7,20,4,26,0,19,23,8,9,0,16,3,12,9,15,0,30,0,0,3,0
1349,nonDRNA,RNA,nonDRNA,4.87E-07,0.568477814,5.05E-10,0.431521699,1,0,0,0,26,0,6,27,26,10,38,8,34,0,28,28,13,16,0,12,9,14,26,19,0,30,3,0,15,0
1350,nonDRNA,RNA,nonDRNA,1.25E-07,0.929407867,1.90E-11,0.070592008,1,0,0,0,35,0,4,20,13,8,26,4,14,0,2,29,3,4,0,17,7,24,13,19,0,29,0,0,6,0
1351.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,0.99,0.01,1,0,0,0,32.00,0.00,15.00,46.00,66.00,43.00,67.00,16.00,41.00,0.00,47.00,78.00,17.00,49.00,0.00,62.00,48.00,54.00,69.00,56.00,0.00,48.00,20.00,0.00,29.00,0.00
1352,nonDRNA,RNA,nonDRNA,1.25E-07,0.925738678,2.22E-11,0.074261197,1,0,0,0,15,0,8,10,22,6,8,5,0,0,5,45,6,3,0,11,14,18,31,12,0,16,0,0,6,0
1353,nonDRNA,RNA,nonDRNA,1.66E-07,0.834595228,5.17E-11,0.165404606,1,0,0,0,29,0,3,19,23,15,21,7,8,0,17,32,8,7,0,17,6,10,23,19,0,26,1,0,16,0
1354,nonDRNA,DNA,nonDRNA,3.65E-07,0.498232054,1.66E-10,0.501767581,1,0,0,0,33,0,11,13,29,8,32,8,10,0,18,39,7,7,0,25,16,20,36,24,0,23,2,0,5,0
1355,nonDRNA,DNA,nonDRNA,0.007556242,1.03E-04,0.250298959,0.742042298,1,0,0,0,68,0,8,58,81,33,34,17,52,0,73,94,11,46,0,17,52,27,65,47,0,48,11,0,19,0
1356,nonDRNA,DNA,nonDRNA,6.47E-07,0.380599718,1.89E-09,0.619399633,0.812322148,0.187677852,0,0,28,0,2,29,45,16,32,9,34,0,32,38,11,15,0,22,21,31,17,25,0,21,0,0,9,0
1357.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,157.00,0.00,12.00,123.00,173.00,92.00,149.00,53.00,161.00,0.00,137.00,199.00,50.00,102.00,0.00,105.00,80.00,122.00,156.00,113.00,0.00,157.00,24.00,0.00,68.00,0.00
1358,nonDRNA,RNA,nonDRNA,2.01E-07,0.7728163,8.05E-11,0.227183499,1,0,0,0,32,0,6,19,25,12,30,5,19,0,18,34,7,10,0,19,12,19,18,17,0,35,1,0,9,0
1359,nonDRNA,DNA,nonDRNA,1.08E-06,0.425400048,2.49E-09,0.574598868,0.604120881,0.395879119,0,0,34,0,10,21,41,19,26,2,23,0,30,32,19,23,0,15,13,18,22,16,0,21,5,0,18,0
1360,nonDRNA,RNA,nonDRNA,5.62E-08,0.97701283,6.78E-12,0.022987113,1,0,0,0,15,0,1,10,10,6,17,2,13,0,8,19,7,6,0,12,14,7,9,9,0,18,1,0,4,0
1361,nonDRNA,RNA,nonDRNA,3.04E-07,0.749432891,1.47E-10,0.250566805,1,0,0,0,26,0,5,15,26,11,37,6,25,0,25,27,7,10,0,21,9,9,14,18,0,38,5,0,14,0
1362,nonDRNA,RNA,nonDRNA,4.83E-08,0.990644172,3.82E-12,0.009355779,1,0,0,0,19,0,1,5,13,1,13,7,10,0,1,20,1,5,0,5,4,10,8,6,0,13,1,0,4,0
1363,nonDRNA,DNA,nonDRNA,0.009134212,0.012452788,0.055359188,0.923053812,1,0,0,0,106,0,6,37,59,27,66,9,64,0,57,77,22,25,0,27,22,28,39,51,0,58,8,0,14,0
1364,nonDRNA,RNA,nonDRNA,5.23E-08,0.982723078,7.91E-12,0.017276869,1,0,0,0,11,0,3,9,19,9,6,3,6,0,7,15,4,9,0,8,15,4,10,10,0,16,1,0,4,0
1365,nonDRNA,RNA,nonDRNA,1.75E-07,0.83468236,5.22E-11,0.165317465,1,0,0,0,25,0,0,16,19,13,14,14,16,0,9,25,2,10,0,21,16,21,13,17,0,17,6,0,9,0
1366,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,7,0,6,2,8,11,11,6,2,0,10,5,1,4,0,8,3,3,15,3,1,6,1,0,3,0
1367,nonDRNA,DNA,nonDRNA,5.34E-04,2.53E-04,0.004743646,0.994469348,1,0,0,0,50,0,0,41,44,30,51,11,55,0,47,76,25,47,0,54,60,37,76,37,0,30,4,0,21,0
1368,nonDRNA,RNA,nonDRNA,7.43E-07,0.627476873,5.01E-10,0.372522384,1,0,0,0,30,0,2,23,8,19,36,6,10,0,6,29,10,12,0,24,21,19,32,36,0,17,9,0,14,0
1369,nonDRNA,RNA,nonDRNA,7.57E-08,0.948638222,1.70E-11,0.051361702,1,0,0,0,11,0,3,11,16,16,9,8,13,0,17,20,7,10,0,12,9,7,13,12,0,11,3,0,8,0
1370,nonDRNA,RNA,nonDRNA,4.42E-07,0.810426291,1.29E-10,0.189573267,1,0,0,0,17,0,10,24,20,8,21,4,12,0,10,21,4,9,0,13,10,3,34,16,0,7,6,0,21,0
1371,nonDRNA,RNA,nonDRNA,1.12E-06,0.542663497,1.13E-09,0.45733538,1,0,0,0,53,0,1,38,24,24,38,10,11,0,11,40,8,8,0,20,13,30,7,20,0,17,6,0,9,0
