Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G9.1],[G9.2],[G9.3]
seq7602,0.027897,0.020923,0.034872,0.006974,0.006974,0.013949,0.048820,0.027897,0.020923,0.013949,0.055795,0.062769,0.027897,0.034872,0.013949,0.055795,0.006974,0.000000,0.027897,0.048820,0.014462,0.016757,0.016232,0.012781,0.014136,0.014250,0.016272,0.015275,0.014824,0.015057,0.014036,0.016069,0.016017,0.011685,0.017389,0.014522,0.014602,0.014040,0.015066,0.013969,0.014987,0.014821,0.010253,0.012137,0.015685,0.018509,0.013314,0.013404,0.015705,0.015801,0.049532,0.037149,0.061915,0.012383,0.012383,0.024766,0.086682,0.049532,0.037149,0.024766,0.099065,0.111448,0.049532,0.061915,0.024766,0.099065,0.012383,0.000000,0.049532,0.086682,0.000301,0.000308,0.000266,0.000353,0.000381,0.000326,0.000324,0.000272,0.000247,0.000271,0.000266,0.000262,0.000334,0.000338,0.000309,0.000346,0.000321,0.000310,0.000348,0.000259,0.000287,0.000306,0.000207,0.000357,0.000288,0.000342,0.000388,0.000354,0.000346,0.000334,0.027132,0.020349,0.033916,0.006783,0.006783,0.013566,0.047482,0.027132,0.020349,0.013566,0.054265,0.061048,0.027132,0.033916,0.013566,0.054265,0.006783,0.000000,0.027132,0.047482,0.013550,0.015713,0.016147,0.014237,0.013959,0.013450,0.017687,0.015711,0.017182,0.015217,0.013845,0.015410,0.017132,0.013596,0.018631,0.012983,0.014070,0.015074,0.015266,0.013752,0.015032,0.012495,0.013932,0.011831,0.016057,0.018698,0.016587,0.017922,0.018536,0.013649,41.2345679,28.0867925,26.5319149
seq7603,0.029699,0.037124,0.051973,0.029699,0.007425,0.022274,0.014849,0.044548,0.007425,0.029699,0.022274,0.051973,0.022274,0.022274,0.029699,0.029699,0.029699,0.000000,0.037124,0.074247,0.013905,0.013629,0.012666,0.011016,0.015477,0.013419,0.013245,0.013208,0.015898,0.015123,0.014377,0.015794,0.014051,0.012504,0.014482,0.015082,0.011710,0.011107,0.013951,0.012959,0.010619,0.012677,0.013720,0.011286,0.012333,0.015482,0.013316,0.013746,0.015415,0.013824,0.049430,0.061787,0.086502,0.049430,0.012357,0.037072,0.024715,0.074145,0.012357,0.049430,0.037072,0.086502,0.037072,0.037072,0.049430,0.049430,0.049430,0.000000,0.061787,0.123575,0.000436,0.000355,0.000341,0.000334,0.000359,0.000326,0.000347,0.000370,0.000335,0.000385,0.000366,0.000365,0.000359,0.000356,0.000345,0.000404,0.000392,0.000361,0.000436,0.000371,0.000461,0.000390,0.000416,0.000390,0.000442,0.000380,0.000347,0.000452,0.000394,0.000388,0.024888,0.031111,0.043555,0.024888,0.006222,0.018666,0.012444,0.037333,0.006222,0.024888,0.018666,0.043555,0.018666,0.018666,0.024888,0.024888,0.024888,0.000000,0.031111,0.062221,0.016288,0.017368,0.015805,0.013296,0.019559,0.015797,0.015673,0.015724,0.020029,0.018821,0.017519,0.020370,0.015942,0.015040,0.017673,0.018117,0.012378,0.014985,0.015275,0.015200,0.014773,0.019161,0.015868,0.015253,0.015602,0.020158,0.016475,0.016805,0.019698,0.017580,40.0123457,27.4188679,22.4042553
seq7604,0.051626,0.014750,0.051626,0.044251,0.007375,0.014750,0.007375,0.036876,0.014750,0.022126,0.044251,0.029501,0.007375,0.029501,0.007375,0.125378,0.014750,0.007375,0.007375,0.051626,0.013090,0.014558,0.013580,0.014357,0.014571,0.013200,0.014286,0.014048,0.015450,0.013585,0.010261,0.014894,0.014196,0.015223,0.015008,0.014576,0.013065,0.013507,0.009938,0.013130,0.014075,0.011965,0.014626,0.014504,0.014431,0.014375,0.012470,0.012381,0.013889,0.012746,0.086558,0.024731,0.086558,0.074193,0.012365,0.024731,0.012365,0.061827,0.024731,0.037096,0.074193,0.049462,0.012365,0.049462,0.012365,0.210212,0.024731,0.012365,0.012365,0.086558,0.000354,0.000410,0.000373,0.000342,0.000352,0.000374,0.000364,0.000328,0.000390,0.000324,0.000348,0.000414,0.000317,0.000323,0.000276,0.000358,0.000438,0.000350,0.000312,0.000394,0.000385,0.000338,0.000330,0.000430,0.000406,0.000273,0.000353,0.000409,0.000364,0.000338,0.043666,0.012476,0.043666,0.037428,0.006238,0.012476,0.006238,0.031190,0.012476,0.018714,0.037428,0.024952,0.006238,0.024952,0.006238,0.106047,0.012476,0.006238,0.006238,0.043666,0.016374,0.019614,0.017604,0.017961,0.017868,0.014898,0.015438,0.018137,0.019548,0.015678,0.011130,0.015468,0.016556,0.019628,0.017426,0.017056,0.017711,0.015911,0.014678,0.017564,0.017420,0.014159,0.018366,0.017970,0.018700,0.015885,0.015705,0.015465,0.015967,0.015069,44.2839506,21.9358491,24.7765957
seq7605,0.033562,0.060412,0.006712,0.020137,0.000000,0.013425,0.013425,0.020137,0.020137,0.040274,0.067124,0.020137,0.033562,0.020137,0.020137,0.060412,0.033562,0.006712,0.006712,0.040274,0.017556,0.017608,0.015190,0.016366,0.013372,0.016809,0.014994,0.014457,0.016857,0.013853,0.016041,0.013587,0.013302,0.016655,0.014507,0.017610,0.015300,0.011113,0.018637,0.016411,0.016810,0.013547,0.011552,0.019090,0.012730,0.016974,0.014740,0.015110,0.018664,0.013567,0.061952,0.111514,0.012390,0.037171,0.000000,0.024781,0.024781,0.037171,0.037171,0.074343,0.123904,0.037171,0.061952,0.037171,0.037171,0.111514,0.061952,0.012390,0.012390,0.074343,0.000333,0.000324,0.000291,0.000250,0.000331,0.000315,0.000219,0.000289,0.000293,0.000304,0.000257,0.000213,0.000360,0.000273,0.000270,0.000309,0.000326,0.000277,0.000246,0.000365,0.000256,0.000246,0.000284,0.000338,0.000282,0.000254,0.000313,0.000347,0.000265,0.000335,0.030723,0.055301,0.006145,0.018434,0.000000,0.012289,0.012289,0.018434,0.018434,0.036867,0.061445,0.018434,0.030723,0.018434,0.018434,0.055301,0.030723,0.006145,0.006145,0.036867,0.017785,0.018506,0.017467,0.017087,0.014640,0.017161,0.017330,0.016967,0.017648,0.015872,0.016952,0.015522,0.015264,0.017090,0.017841,0.017807,0.017047,0.012256,0.021529,0.017611,0.018696,0.016096,0.013671,0.019794,0.013113,0.017208,0.018123,0.014816,0.020124,0.017414,38.2098765,28.6415094,31.535461
seq7606,0.035207,0.014083,0.021124,0.014083,0.014083,0.021124,0.021124,0.049290,0.000000,0.021124,0.063373,0.014083,0.028166,0.000000,0.035207,0.070414,0.063373,0.014083,0.007041,0.056331,0.015073,0.016221,0.013175,0.014603,0.013914,0.014543,0.012845,0.014719,0.015463,0.013454,0.012065,0.015532,0.015955,0.013497,0.013155,0.015734,0.013936,0.016295,0.016770,0.014608,0.013811,0.013886,0.013539,0.013981,0.015696,0.013738,0.014728,0.015994,0.014835,0.014922,0.061931,0.024772,0.037159,0.024772,0.024772,0.037159,0.037159,0.086704,0.000000,0.037159,0.111476,0.024772,0.049545,0.000000,0.061931,0.123862,0.111476,0.024772,0.012386,0.099090,0.000224,0.000301,0.000320,0.000319,0.000301,0.000301,0.000277,0.000270,0.000323,0.000328,0.000309,0.000280,0.000267,0.000339,0.000309,0.000332,0.000364,0.000354,0.000270,0.000212,0.000241,0.000308,0.000323,0.000328,0.000322,0.000269,0.000250,0.000350,0.000343,0.000369,0.030158,0.012063,0.018095,0.012063,0.012063,0.018095,0.018095,0.042221,0.000000,0.018095,0.054284,0.012063,0.024126,0.000000,0.030158,0.060315,0.054284,0.012063,0.006032,0.048252,0.017274,0.019723,0.015513,0.016908,0.017637,0.016702,0.017069,0.017980,0.017930,0.016164,0.015147,0.020017,0.021259,0.017099,0.015651,0.020184,0.018135,0.016862,0.018843,0.019086,0.014759,0.016026,0.016999,0.013531,0.017936,0.014640,0.016858,0.018438,0.016560,0.016545,36.3950617,24.6339623,29.4964539
seq7607,0.088611,0.014769,0.007384,0.029537,0.000000,0.014769,0.066459,0.022153,0.014769,0.022153,0.059074,0.073843,0.014769,0.007384,0.014769,0.081227,0.044306,0.000000,0.000000,0.014769,0.010799,0.012649,0.012213,0.014454,0.015326,0.015532,0.013220,0.011972,0.014187,0.013010,0.014527,0.015859,0.013496,0.014022,0.014199,0.013365,0.014102,0.013571,0.013528,0.013162,0.012284,0.012407,0.012815,0.015305,0.015402,0.013361,0.014220,0.015684,0.012359,0.012227,0.149120,0.024853,0.012427,0.049707,0.000000,0.024853,0.111840,0.037280,0.024853,0.037280,0.099413,0.124267,0.024853,0.012427,0.024853,0.136693,0.074560,0.000000,0.000000,0.024853,0.000170,0.000237,0.000201,0.000181,0.000185,0.000197,0.000165,0.000163,0.000212,0.000222,0.000214,0.000189,0.000201,0.000198,0.000166,0.000192,0.000160,0.000191,0.000216,0.000218,0.000195,0.000178,0.000193,0.000226,0.000211,0.000180,0.000188,0.000233,0.000212,0.000172,0.087595,0.014599,0.007300,0.029198,0.000000,0.014599,0.065696,0.021899,0.014599,0.021899,0.058397,0.072996,0.014599,0.007300,0.014599,0.080295,0.043797,0.000000,0.000000,0.014599,0.013338,0.015290,0.013126,0.015034,0.017431,0.016407,0.012558,0.012001,0.016130,0.014088,0.013516,0.016174,0.013183,0.010962,0.013061,0.011722,0.015132,0.012570,0.015078,0.013822,0.011653,0.010745,0.013535,0.016717,0.016867,0.014234,0.014674,0.016433,0.011134,0.009419,39.7037037,21.9811321,25.1241135
seq7608,0.120682,0.030171,0.000000,0.037713,0.015085,0.022628,0.022628,0.045256,0.015085,0.000000,0.060341,0.007543,0.022628,0.000000,0.052798,0.037713,0.037713,0.007543,0.007543,0.060341,0.011936,0.013094,0.014104,0.013848,0.013750,0.013146,0.014574,0.014244,0.013733,0.013211,0.012656,0.013400,0.013984,0.013958,0.013635,0.011945,0.012640,0.013368,0.010583,0.013898,0.013467,0.013375,0.012836,0.015046,0.013459,0.013854,0.012343,0.012503,0.010402,0.013597,0.198526,0.049632,0.000000,0.062039,0.024816,0.037224,0.037224,0.074447,0.024816,0.000000,0.099263,0.012408,0.037224,0.000000,0.086855,0.062039,0.062039,0.012408,0.012408,0.099263,0.000328,0.000225,0.000278,0.000260,0.000273,0.000220,0.000256,0.000258,0.000219,0.000238,0.000230,0.000239,0.000253,0.000269,0.000186,0.000250,0.000228,0.000197,0.000265,0.000231,0.000276,0.000213,0.000272,0.000164,0.000241,0.000242,0.000271,0.000267,0.000308,0.000212,0.114774,0.028694,0.000000,0.035867,0.014347,0.021520,0.021520,0.043040,0.014347,0.000000,0.057387,0.007173,0.021520,0.000000,0.050214,0.035867,0.035867,0.007173,0.007173,0.057387,0.012357,0.014976,0.014295,0.015685,0.014721,0.016206,0.014747,0.012716,0.015176,0.014351,0.011328,0.014294,0.017075,0.016546,0.015253,0.013250,0.015298,0.014225,0.013244,0.016080,0.016800,0.013809,0.013459,0.013996,0.014502,0.011889,0.009257,0.014056,0.012438,0.014099,38.0123457,24.8377358,29.2588652
seq7609,0.099509,0.061236,0.015309,0.022964,0.000000,0.015309,0.053582,0.030618,0.015309,0.007655,0.045927,0.007655,0.015309,0.015309,0.053582,0.030618,0.045927,0.007655,0.000000,0.068891,0.013170,0.015192,0.012681,0.011346,0.013938,0.013444,0.013646,0.011816,0.013130,0.012836,0.013273,0.014125,0.012657,0.012025,0.011633,0.011785,0.013182,0.014432,0.013552,0.014799,0.012449,0.013713,0.012754,0.012998,0.013239,0.010616,0.011711,0.015345,0.011281,0.010867,0.161280,0.099249,0.024812,0.037218,0.000000,0.024812,0.086843,0.049624,0.024812,0.012406,0.074437,0.012406,0.024812,0.024812,0.086843,0.049624,0.074437,0.012406,0.000000,0.111655,0.000259,0.000232,0.000198,0.000277,0.000236,0.000260,0.000311,0.000262,0.000289,0.000280,0.000249,0.000278,0.000242,0.000236,0.000235,0.000189,0.000306,0.000231,0.000237,0.000249,0.000205,0.000288,0.000266,0.000260,0.000239,0.000240,0.000221,0.000283,0.000203,0.000249,0.088931,0.054727,0.013682,0.020523,0.000000,0.013682,0.047886,0.027363,0.013682,0.006841,0.041045,0.006841,0.013682,0.013682,0.047886,0.027363,0.041045,0.006841,0.000000,0.061568,0.015077,0.017115,0.015071,0.015665,0.016290,0.017164,0.016714,0.012473,0.015503,0.015648,0.015113,0.016348,0.014689,0.013125,0.012416,0.013976,0.016044,0.015051,0.014892,0.021527,0.015073,0.015854,0.012717,0.013846,0.015335,0.014443,0.012782,0.016588,0.012843,0.013349,37.5308642,25.1509434,26.2659574
seq7610,0.046762,0.013360,0.026721,0.013360,0.013360,0.066802,0.033401,0.013360,0.013360,0.033401,0.066802,0.006680,0.020041,0.026721,0.020041,0.040081,0.033401,0.006680,0.013360,0.026721,0.016553,0.015306,0.015427,0.014602,0.016389,0.017981,0.017456,0.015616,0.014982,0.016744,0.016714,0.015138,0.012936,0.016595,0.017496,0.015687,0.013015,0.015861,0.015364,0.014885,0.013922,0.016247,0.015820,0.018207,0.015837,0.015768,0.012302,0.017011,0.015593,0.010127,0.086817,0.024805,0.049609,0.024805,0.024805,0.124024,0.062012,0.024805,0.024805,0.062012,0.124024,0.012402,0.037207,0.049609,0.037207,0.074414,0.062012,0.012402,0.024805,0.049609,0.000289,0.000305,0.000216,0.000294,0.000307,0.000279,0.000286,0.000238,0.000211,0.000276,0.000262,0.000243,0.000264,0.000299,0.000229,0.000293,0.000221,0.000247,0.000282,0.000225,0.000230,0.000303,0.000285,0.000239,0.000255,0.000271,0.000234,0.000253,0.000299,0.000175,0.040957,0.011702,0.023404,0.011702,0.011702,0.058510,0.029255,0.011702,0.011702,0.029255,0.058510,0.005851,0.017553,0.023404,0.017553,0.035106,0.029255,0.005851,0.011702,0.023404,0.017390,0.017678,0.016787,0.015881,0.018151,0.020293,0.021370,0.017455,0.017681,0.020525,0.018670,0.015933,0.014056,0.019578,0.018145,0.016804,0.015932,0.018026,0.016075,0.019170,0.016365,0.017758,0.020067,0.021819,0.016306,0.019163,0.016301,0.019297,0.019288,0.009958,40.9382716,26.3169811,30.4964539
seq7611,0.063124,0.014028,0.021041,0.049097,0.000000,0.014028,0.035069,0.049097,0.021041,0.021041,0.049097,0.028055,0.007014,0.042083,0.035069,0.007014,0.049097,0.014028,0.007014,0.035069,0.017692,0.014468,0.014953,0.016320,0.014513,0.015850,0.014662,0.014161,0.014955,0.013279,0.015442,0.013148,0.014186,0.014153,0.013222,0.017111,0.013493,0.014591,0.014660,0.013721,0.013416,0.016199,0.014069,0.014633,0.013655,0.013487,0.014946,0.014224,0.012482,0.017203,0.111305,0.024734,0.037102,0.086570,0.000000,0.024734,0.061836,0.086570,0.037102,0.037102,0.086570,0.049469,0.012367,0.074203,0.061836,0.012367,0.086570,0.024734,0.012367,0.061836,0.000284,0.000395,0.000378,0.000358,0.000397,0.000371,0.000350,0.000328,0.000342,0.000388,0.000385,0.000352,0.000318,0.000363,0.000352,0.000417,0.000474,0.000404,0.000300,0.000289,0.000320,0.000278,0.000340,0.000345,0.000322,0.000368,0.000406,0.000312,0.000304,0.000385,0.054134,0.012030,0.018045,0.042105,0.000000,0.012030,0.030075,0.042105,0.018045,0.018045,0.042105,0.024060,0.006015,0.036090,0.030075,0.006015,0.042105,0.012030,0.006015,0.030075,0.021869,0.015601,0.020731,0.018678,0.018727,0.019013,0.019713,0.015591,0.016386,0.014877,0.017116,0.016250,0.017405,0.020407,0.016626,0.020209,0.015135,0.017835,0.017698,0.016530,0.013580,0.018207,0.014513,0.017547,0.014986,0.015142,0.016601,0.018440,0.013978,0.019414,41.,27.909434,26.1312057
seq7612,0.035336,0.028269,0.014135,0.021202,0.028269,0.049471,0.028269,0.021202,0.021202,0.028269,0.049471,0.021202,0.007067,0.035336,0.035336,0.035336,0.021202,0.007067,0.049471,0.028269,0.014889,0.013937,0.015028,0.014312,0.015379,0.013768,0.014845,0.014977,0.013643,0.013716,0.014581,0.013624,0.013134,0.014665,0.013047,0.015512,0.014930,0.015199,0.013568,0.013664,0.016146,0.016727,0.013785,0.015084,0.015590,0.013110,0.017221,0.015914,0.011043,0.013581,0.061984,0.049588,0.024794,0.037191,0.049588,0.086778,0.049588,0.037191,0.037191,0.049588,0.086778,0.037191,0.012397,0.061984,0.061984,0.061984,0.037191,0.012397,0.086778,0.049588,0.000275,0.000301,0.000331,0.000336,0.000316,0.000302,0.000262,0.000233,0.000248,0.000237,0.000300,0.000320,0.000306,0.000265,0.000239,0.000268,0.000209,0.000244,0.000278,0.000255,0.000313,0.000278,0.000296,0.000254,0.000207,0.000271,0.000259,0.000253,0.000313,0.000282,0.029362,0.023490,0.011745,0.017617,0.023490,0.041107,0.023490,0.017617,0.017617,0.023490,0.041107,0.017617,0.005872,0.029362,0.029362,0.029362,0.017617,0.005872,0.041107,0.023490,0.019418,0.019376,0.016705,0.017546,0.015512,0.016800,0.016121,0.015757,0.016370,0.016474,0.019085,0.018938,0.017753,0.016945,0.013313,0.020094,0.020097,0.017768,0.016848,0.016577,0.020341,0.020003,0.017762,0.018517,0.018690,0.013458,0.020661,0.019883,0.015452,0.017943,43.8765432,30.4566038,25.9680851
seq7613,0.066022,0.014671,0.007336,0.036679,0.022007,0.007336,0.036679,0.066022,0.014671,0.036679,0.029343,0.044014,0.036679,0.007336,0.014671,0.036679,0.036679,0.007336,0.014671,0.051350,0.015422,0.014901,0.012664,0.014038,0.017678,0.013679,0.013388,0.015408,0.013685,0.012942,0.013291,0.013089,0.012195,0.015027,0.012644,0.012523,0.013998,0.015081,0.012869,0.018456,0.012186,0.012472,0.015245,0.012823,0.010360,0.016421,0.014376,0.010167,0.011619,0.014493,0.111350,0.024744,0.012372,0.061861,0.037117,0.012372,0.061861,0.111350,0.024744,0.061861,0.049489,0.074233,0.061861,0.012372,0.024744,0.061861,0.061861,0.012372,0.024744,0.086606,0.000245,0.000270,0.000346,0.000301,0.000287,0.000301,0.000311,0.000375,0.000365,0.000425,0.000372,0.000354,0.000402,0.000400,0.000430,0.000436,0.000403,0.000404,0.000411,0.000393,0.000292,0.000336,0.000330,0.000322,0.000254,0.000268,0.000311,0.000323,0.000301,0.000252,0.059564,0.013237,0.006618,0.033091,0.019855,0.006618,0.033091,0.059564,0.013237,0.033091,0.026473,0.039710,0.033091,0.006618,0.013237,0.033091,0.033091,0.006618,0.013237,0.046328,0.017523,0.015205,0.016306,0.014860,0.022301,0.015655,0.015668,0.020402,0.015861,0.014616,0.014945,0.015252,0.011347,0.017387,0.011518,0.015387,0.013707,0.018399,0.016019,0.020793,0.015483,0.014284,0.016215,0.014947,0.009623,0.017049,0.016088,0.012746,0.012402,0.018552,36.7283951,25.8679245,26.4397163
seq7614,0.155612,0.007781,0.000000,0.015561,0.000000,0.015561,0.046684,0.070025,0.000000,0.000000,0.038903,0.023342,0.015561,0.000000,0.101148,0.062245,0.007781,0.000000,0.000000,0.062245,0.013387,0.010578,0.012422,0.012353,0.011980,0.014033,0.012599,0.012463,0.011810,0.010942,0.012130,0.011881,0.014824,0.011649,0.015730,0.012476,0.013609,0.013167,0.009627,0.013487,0.011128,0.011864,0.012369,0.013966,0.013183,0.012603,0.014900,0.012797,0.013041,0.010555,0.248453,0.012423,0.000000,0.024845,0.000000,0.024845,0.074536,0.111804,0.000000,0.000000,0.062113,0.037268,0.024845,0.000000,0.161495,0.099381,0.012423,0.000000,0.000000,0.099381,0.000211,0.000188,0.000235,0.000224,0.000217,0.000193,0.000216,0.000178,0.000203,0.000220,0.000225,0.000212,0.000241,0.000145,0.000220,0.000161,0.000243,0.000215,0.000202,0.000174,0.000205,0.000195,0.000230,0.000210,0.000203,0.000190,0.000226,0.000206,0.000205,0.000197,0.136007,0.006800,0.000000,0.013601,0.000000,0.013601,0.040802,0.061203,0.000000,0.000000,0.034002,0.020401,0.013601,0.000000,0.088405,0.054403,0.006800,0.000000,0.000000,0.054403,0.017106,0.012277,0.016637,0.016012,0.014783,0.015719,0.013687,0.016455,0.014659,0.012216,0.016338,0.013296,0.018652,0.015960,0.020009,0.015036,0.015202,0.014984,0.010631,0.014251,0.015568,0.013317,0.016597,0.016657,0.014794,0.015454,0.016351,0.014545,0.014609,0.014171,34.2592593,25.2792453,26.9929078
seq7615,0.030062,0.067640,0.022547,0.030062,0.000000,0.007516,0.030062,0.052609,0.000000,0.052609,0.030062,0.037578,0.015031,0.022547,0.022547,0.045094,0.037578,0.000000,0.022547,0.075156,0.013868,0.014992,0.014576,0.011736,0.010576,0.014971,0.012946,0.013622,0.013432,0.012397,0.011952,0.014077,0.014572,0.012285,0.013588,0.013943,0.013503,0.011844,0.013645,0.016455,0.011582,0.013134,0.011982,0.015142,0.013781,0.013524,0.014732,0.010700,0.013136,0.012057,0.049453,0.111268,0.037089,0.049453,0.000000,0.012363,0.049453,0.086542,0.000000,0.086542,0.049453,0.061816,0.024726,0.037089,0.037089,0.074179,0.061816,0.000000,0.037089,0.123631,0.000357,0.000356,0.000291,0.000397,0.000335,0.000421,0.000338,0.000343,0.000403,0.000364,0.000371,0.000402,0.000320,0.000365,0.000395,0.000334,0.000448,0.000391,0.000408,0.000467,0.000358,0.000376,0.000361,0.000366,0.000281,0.000339,0.000380,0.000339,0.000290,0.000355,0.024852,0.055918,0.018639,0.024852,0.000000,0.006213,0.024852,0.043492,0.000000,0.043492,0.024852,0.031065,0.012426,0.018639,0.018639,0.037278,0.031065,0.000000,0.018639,0.062131,0.017300,0.020421,0.020030,0.015196,0.012580,0.017930,0.019253,0.016349,0.017006,0.015253,0.016663,0.019338,0.016664,0.015563,0.015933,0.017964,0.018098,0.015462,0.017034,0.020376,0.015835,0.014583,0.014759,0.017330,0.017874,0.016204,0.015828,0.014485,0.015787,0.015856,34.5061728,27.6603774,23.9468085
seq7616,0.020985,0.041971,0.006995,0.041971,0.000000,0.020985,0.055961,0.041971,0.006995,0.055961,0.034976,0.041971,0.027981,0.013990,0.041971,0.020985,0.027981,0.000000,0.006995,0.048966,0.014744,0.016591,0.012567,0.013613,0.014220,0.014299,0.013751,0.012102,0.015661,0.017086,0.014684,0.015858,0.013744,0.014270,0.016418,0.014834,0.014315,0.015925,0.013756,0.014129,0.014920,0.014100,0.016029,0.012764,0.013829,0.014947,0.015199,0.014339,0.015284,0.016416,0.037133,0.074266,0.012378,0.074266,0.000000,0.037133,0.099021,0.074266,0.012378,0.099021,0.061888,0.074266,0.049510,0.024755,0.074266,0.037133,0.049510,0.000000,0.012378,0.086643,0.000248,0.000303,0.000309,0.000290,0.000377,0.000332,0.000260,0.000305,0.000289,0.000371,0.000371,0.000376,0.000266,0.000311,0.000303,0.000321,0.000352,0.000377,0.000383,0.000347,0.000379,0.000318,0.000367,0.000400,0.000392,0.000313,0.000321,0.000272,0.000229,0.000307,0.018845,0.037691,0.006282,0.037691,0.000000,0.018845,0.050254,0.037691,0.006282,0.050254,0.031409,0.037691,0.025127,0.012564,0.037691,0.018845,0.025127,0.000000,0.006282,0.043972,0.018186,0.018140,0.015913,0.016609,0.016878,0.015885,0.018309,0.017713,0.015735,0.020846,0.017974,0.020757,0.017294,0.016086,0.016646,0.019771,0.017289,0.014372,0.013642,0.015784,0.017426,0.012069,0.015390,0.015723,0.016783,0.011875,0.016676,0.014644,0.015280,0.017763,34.962963,29.1622642,24.3865248
seq7617,0.062639,0.041760,0.020880,0.041760,0.000000,0.020880,0.041760,0.020880,0.020880,0.034800,0.048719,0.006960,0.027840,0.013920,0.027840,0.041760,0.027840,0.006960,0.006960,0.041760,0.015734,0.016307,0.014776,0.012119,0.012801,0.015584,0.014541,0.015709,0.015201,0.012244,0.016876,0.015558,0.016850,0.011174,0.016313,0.016403,0.011564,0.013629,0.014057,0.016203,0.014032,0.012498,0.014904,0.014047,0.017646,0.011217,0.015278,0.016050,0.016025,0.017867,0.111474,0.074316,0.037158,0.074316,0.000000,0.037158,0.074316,0.037158,0.037158,0.061930,0.086702,0.012386,0.049544,0.024772,0.049544,0.074316,0.049544,0.012386,0.012386,0.074316,0.000331,0.000388,0.000327,0.000269,0.000370,0.000344,0.000271,0.000331,0.000276,0.000271,0.000356,0.000360,0.000232,0.000285,0.000299,0.000304,0.000288,0.000304,0.000299,0.000254,0.000351,0.000291,0.000235,0.000324,0.000302,0.000299,0.000233,0.000311,0.000289,0.000323,0.056882,0.037921,0.018961,0.037921,0.000000,0.018961,0.037921,0.018961,0.018961,0.031601,0.044241,0.006320,0.025281,0.012640,0.025281,0.037921,0.025281,0.006320,0.006320,0.037921,0.016741,0.018673,0.016999,0.014038,0.013954,0.017270,0.016907,0.019919,0.017255,0.015261,0.018443,0.019039,0.020114,0.014298,0.017091,0.017763,0.012561,0.016471,0.015544,0.017339,0.013826,0.011299,0.013257,0.016611,0.018893,0.011393,0.015660,0.017143,0.018979,0.021643,40.4320988,26.1735849,27.6170213
